Category,lat,lon,Part of month,Observation Date,Treated Area (ha),Country,Location Name,Control
ADULT,19.64972,-14.38528,Early,10-02-2004,100,Mauritania,N/A,TRUE
ADULT,19.61528,-14.43694,Early,10-02-2004,120,Mauritania,N/A,TRUE
ADULT,19.77972,-13.88,Early,10-02-2004,1500,Mauritania,N/A,TRUE
ADULT,19.60194,-13.58972,Early,10-02-2004,600,Mauritania,N/A,TRUE
ADULT,22.53611,-12.81944,Early,10-02-2004,800,Mauritania,N/A,TRUE
ADULT,22.53611,-12.81944,Early,10-02-2004,800,Mauritania,N/A,TRUE
ADULT,22.85333,-12.32639,Early,10-02-2004,415,Mauritania,N/A,TRUE
ADULT,22.60028,-12.80361,Early,10-02-2004,900,Mauritania,N/A,TRUE
ADULT,18.288888,37.683334,Early,10-02-2004,64,Sudan,TOKAR,TRUE
ADULT,22.225559,39.370559,Early,10-02-2004,150,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.92889,39.209999,Early,10-02-2004,120,Saudi Arabia,DAHABAN SAUDI AR,TRUE
ADULT,22.217779,39.362781,Early,10-02-2004,300,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.94778,39.433891,Early,10-02-2004,30,Saudi Arabia,UM ALJEREM SAUDI,TRUE
ADULT,21.73417,39.53833,Early,10-02-2004,50,Saudi Arabia,AL JUMUM SAUDI A,TRUE
ADULT,21.691389,39.736389,Early,10-02-2004,30,Saudi Arabia,AL JUMUM SAUDI A,TRUE
ADULT,21.836669,39.62833,Early,10-02-2004,35,Saudi Arabia,HADDAT ASH SHAM,TRUE
ADULT,21.85556,39.34555,Early,10-02-2004,45,Saudi Arabia,ASFAN SAUDI ARAB,TRUE
ADULT,22.034439,39.39722,Early,10-02-2004,50,Saudi Arabia,GHRAN SAUDI ARAB,TRUE
ADULT,18.211111,9.901944,Early,10-02-2004,30,Niger,ARLIT,TRUE
ADULT,18.2425,9.920833,Early,10-02-2004,50,Niger,ARLIT,TRUE
ADULT,18.279167,9.941111,Early,10-02-2004,200,Niger,ARLIT,TRUE
ADULT,18.286111,9.971388,Early,10-02-2004,150,Niger,ARLIT,TRUE
ADULT,18.407777,9.855278,Early,10-02-2004,15,Niger,ARLIT,TRUE
ADULT,18.375,9.898056,Early,10-02-2004,25,Niger,ARLIT,TRUE
ADULT,18.178333,9.903333,Early,10-02-2004,300,Niger,ARLIT,TRUE
BAND,22.793329,39.453891,Early,10-02-2004,600,Saudi Arabia,MEGHNIYAH,TRUE
BAND,22.75333,39.31805,Early,10-02-2004,35,Saudi Arabia,AL HAJAR SAUDI A,TRUE
BAND,22.75333,39.31805,Early,10-02-2004,35,Saudi Arabia,AL HAJAR SAUDI A,TRUE
BAND,22.888889,39.176391,Early,10-02-2004,45,Saudi Arabia,AL NUAIBEA'A SAU,TRUE
BAND,22.888889,39.176391,Early,10-02-2004,45,Saudi Arabia,AL NUAIBEA'A SAU,TRUE
BAND,22.72417,39.382778,Early,10-02-2004,70,Saudi Arabia,AL HAJAR SAUDI A,TRUE
BAND,22.72417,39.382778,Early,10-02-2004,70,Saudi Arabia,AL HAJAR SAUDI A,TRUE
BAND,22.72833,39.208061,Early,10-02-2004,50,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.72833,39.208061,Early,10-02-2004,50,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,24.1175,38.54861,Early,10-02-2004,30,Saudi Arabia,`AJMIYAH SAUDI A,TRUE
BAND,24.155559,38.60667,Early,10-02-2004,15,Saudi Arabia,HARTHIYAH SAUDI,TRUE
BAND,24.142219,38.657218,Early,10-02-2004,15,Saudi Arabia,BAQ`A' SAUDI ARA,TRUE
HOPPER,20.7975,-12.98889,Early,10-02-2004,190,Mauritania,N/A,TRUE
HOPPER,20.7975,-12.98889,Early,10-02-2004,190,Mauritania,N/A,TRUE
HOPPER,20.26722,-13.46639,Early,10-02-2004,150,Mauritania,N/A,TRUE
HOPPER,20.26722,-13.46639,Early,10-02-2004,150,Mauritania,N/A,TRUE
HOPPER,20.205278,37.198055,Early,10-02-2004,50,Sudan,RED SEA,TRUE
HOPPER,20.205278,37.198055,Early,10-02-2004,50,Sudan,RED SEA,TRUE
HOPPER,20.206943,37.192501,Early,10-02-2004,50,Sudan,PORT SUDAN,TRUE
HOPPER,20.206943,37.192501,Early,10-02-2004,50,Sudan,PORT SUDAN,TRUE
HOPPER,20.307222,37.140277,Early,10-02-2004,100,Sudan,PORT SUDAN,TRUE
HOPPER,20.307222,37.140277,Early,10-02-2004,100,Sudan,PORT SUDAN,TRUE
NO LOCUST,22.8025,-12.25778,Early,10-02-2004,420,Mauritania,N/A,TRUE
NO LOCUST,22.426944,-14.377778,Early,10-02-2004,,Morocco,AGHAYLASSE,TRUE
NO LOCUST,24.171939,38.58583,Early,10-02-2004,20,Saudi Arabia,HARTHIYAH SAUDI,TRUE
SWARM,19.77917,-15.75722,Early,10-02-2004,150,Mauritania,N/A,TRUE
SWARM,23.631389,-15.506111,Early,10-02-2004,,Morocco,EL AARGOUB,TRUE
SWARM,25.133333,-12.3,Early,10-02-2004,,Morocco,BRIBRAT,TRUE
SWARM,24.123332,-13.286389,Early,10-02-2004,,Morocco,OUM DREIGA,TRUE
SWARM,26.872222,-9.702777,Early,10-02-2004,,Morocco,OUIDIAN TAMAT,TRUE
SWARM,18.233612,9.676111,Early,10-02-2004,5,Niger,ARLIT,TRUE
ADULT,20.70806,-13.01,Late,11-02-2004,300,Mauritania,N/A,TRUE
ADULT,19.09945,-12.97528,Late,11-02-2004,280,Mauritania,N/A,TRUE
ADULT,19.76333,-13.03778,Late,11-02-2004,300,Mauritania,N/A,TRUE
ADULT,19.46305,-13.01,Late,11-02-2004,1900,Mauritania,N/A,TRUE
ADULT,20.25111,-13.47806,Late,11-02-2004,40,Mauritania,N/A,TRUE
ADULT,20.26528,-13.50889,Late,11-02-2004,250,Mauritania,N/A,TRUE
ADULT,22.80583,-12.28611,Late,11-02-2004,770,Mauritania,N/A,TRUE
ADULT,22.78889,-12.30972,Late,11-02-2004,200,Mauritania,N/A,TRUE
ADULT,19.565,-14.37861,Late,11-02-2004,120,Mauritania,N/A,TRUE
ADULT,19.57361,-14.39833,Late,11-02-2004,130,Mauritania,N/A,TRUE
ADULT,19.53222,-13.25667,Late,11-02-2004,500,Mauritania,N/A,TRUE
ADULT,22.44583,-12.71611,Late,11-02-2004,500,Mauritania,N/A,TRUE
ADULT,22.78667,-12.34111,Late,11-02-2004,350,Mauritania,N/A,TRUE
ADULT,22.68667,-12.77083,Late,11-02-2004,500,Mauritania,N/A,TRUE
ADULT,18.325834,37.721111,Late,11-02-2004,64,Sudan,TOKAR,TRUE
ADULT,22.18,36.55389,Late,11-02-2004,65,Egypt,HALAIB,TRUE
ADULT,22.18,36.55389,Late,11-02-2004,65,Egypt,HALAIB,TRUE
ADULT,22.18889,36.564449,Late,11-02-2004,140,Egypt,HALAIB,TRUE
ADULT,22.18889,36.564449,Late,11-02-2004,140,Egypt,HALAIB,TRUE
ADULT,22.2,36.43,Late,11-02-2004,30,Egypt,HALAIB,TRUE
ADULT,22.2,36.43,Late,11-02-2004,30,Egypt,HALAIB,TRUE
ADULT,22.2,36.43,Late,11-02-2004,30,Egypt,HALAIB,TRUE
ADULT,22.22833,39.370559,Late,11-02-2004,20,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,22.17917,39.224998,Late,11-02-2004,50,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.798059,39.549171,Late,11-02-2004,50,Saudi Arabia,MADSUS,TRUE
ADULT,21.798059,39.549171,Late,11-02-2004,35,Saudi Arabia,SHAMIYAH,TRUE
ADULT,21.691389,39.736389,Late,11-02-2004,45,Saudi Arabia,AL JUMUM SAUDI A,TRUE
ADULT,21.94778,39.433891,Late,11-02-2004,90,Saudi Arabia,UM ALJEREM SAUDI,TRUE
ADULT,22.26333,39.4925,Late,11-02-2004,20,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.898609,39.750831,Late,11-02-2004,30,Saudi Arabia,AL BARZAH SAUDI,TRUE
BAND,21.910549,39.187778,Late,11-02-2004,30,Saudi Arabia,AL RIYADH,TRUE
BAND,21.910549,39.187778,Late,11-02-2004,30,Saudi Arabia,AL RIYADH,TRUE
BAND,21.92889,39.209999,Late,11-02-2004,150,Saudi Arabia,DAHABAN SAUDI AR,TRUE
BAND,22.99361,39.555561,Late,11-02-2004,300,Saudi Arabia,RABIGH,TRUE
BAND,22.08167,39.151939,Late,11-02-2004,150,Saudi Arabia,KHULAIS SAUDI AR,TRUE
BAND,22.92583,39.75555,Late,11-02-2004,45,Saudi Arabia,HAJAR SAUDI ARAB,TRUE
BAND,22.92583,39.75555,Late,11-02-2004,45,Saudi Arabia,HAJAR SAUDI ARAB,TRUE
BAND,22.763889,39.305561,Late,11-02-2004,50,Saudi Arabia,AL HAJAR SAUDI A,TRUE
BAND,22.763889,39.305561,Late,11-02-2004,50,Saudi Arabia,AL HAJAR SAUDI A,TRUE
BAND,22.645,39.23944,Late,11-02-2004,75,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.645,39.23944,Late,11-02-2004,75,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.88278,39.265281,Late,11-02-2004,55,Saudi Arabia,AL NUAIBEA'A SAU,TRUE
BAND,22.88278,39.265281,Late,11-02-2004,55,Saudi Arabia,AL NUAIBEA'A SAU,TRUE
BAND,24.0925,38.640281,Late,11-02-2004,20,Saudi Arabia,MIYHALA,TRUE
BAND,24.130279,38.584171,Late,11-02-2004,20,Saudi Arabia,`AJMIYAH SAUDI A,TRUE
BAND,23.68889,39.91056,Late,11-02-2004,30,Saudi Arabia,GHIYGA,TRUE
HOPPER,21.00056,-12.7275,Late,11-02-2004,600,Mauritania,N/A,TRUE
HOPPER,21.00056,-12.7275,Late,11-02-2004,600,Mauritania,N/A,TRUE
HOPPER,22.53472,-12.93639,Late,11-02-2004,500,Mauritania,N/A,TRUE
HOPPER,22.53472,-12.93639,Late,11-02-2004,500,Mauritania,N/A,TRUE
HOPPER,20.316944,37.181667,Late,11-02-2004,50,Sudan,RED SEA,TRUE
HOPPER,20.316944,37.181667,Late,11-02-2004,50,Sudan,RED SEA,TRUE
HOPPER,20.185556,37.101112,Late,11-02-2004,50,Sudan,PORT SUDAN,TRUE
HOPPER,20.185556,37.101112,Late,11-02-2004,50,Sudan,PORT SUDAN,TRUE
HOPPER,22.19444,36.542781,Late,11-02-2004,100,Egypt,HALAIB,TRUE
HOPPER,22.19444,36.542781,Late,11-02-2004,100,Egypt,HALAIB,TRUE
HOPPER,22.19444,36.542781,Late,11-02-2004,100,Egypt,HALAIB,TRUE
NO LOCUST,19.57055,-13.31944,Late,11-02-2004,800,Mauritania,N/A,TRUE
NO LOCUST,20.297777,37.159721,Late,11-02-2004,75,Sudan,PORT SUDAN,TRUE
NO LOCUST,20.262777,37.134445,Late,11-02-2004,50,Sudan,PORT SUDAN,TRUE
NO LOCUST,22.26194,36.499439,Late,11-02-2004,54,Egypt,HALAIB,TRUE
NO LOCUST,22.192779,36.438888,Late,11-02-2004,35,Egypt,HALAIB,TRUE
NO LOCUST,22.492776,-14.418055,Late,11-02-2004,,Morocco,OUEDANE AHILAF,TRUE
NO LOCUST,21.899723,-16.328332,Late,11-02-2004,,Morocco,HOUFRAT LAAGAYA,TRUE
SWARM,19.80472,-15.76389,Late,11-02-2004,200,Mauritania,N/A,TRUE
SWARM,23.448055,-14.466388,Late,11-02-2004,,Morocco,OUED ANJARAN,TRUE
SWARM,25.2,-12.3,Late,11-02-2004,,Morocco,OUED TEMOCHAD,TRUE
SWARM,25.1,-12.333333,Late,11-02-2004,,Morocco,OUED EL FAYDA,TRUE
SWARM,24.133333,-13.284722,Late,11-02-2004,,Morocco,OUM DREIGA,TRUE
ADULT,20.71778,-12.71083,Middle,12-02-2004,200,Mauritania,N/A,TRUE
ADULT,20.54361,-12.48333,Middle,12-02-2004,1200,Mauritania,N/A,TRUE
ADULT,20.54361,-12.48333,Middle,12-02-2004,1200,Mauritania,N/A,TRUE
ADULT,19.25861,-13.02528,Middle,12-02-2004,400,Mauritania,N/A,TRUE
ADULT,19.05278,-13.02222,Middle,12-02-2004,1800,Mauritania,N/A,TRUE
ADULT,18.95306,-13.2825,Middle,12-02-2004,2000,Mauritania,N/A,TRUE
ADULT,20.16556,-13.19083,Middle,12-02-2004,400,Mauritania,N/A,TRUE
ADULT,20.24528,-13.49472,Middle,12-02-2004,400,Mauritania,N/A,TRUE
ADULT,20.99139,-13.54222,Middle,12-02-2004,30,Mauritania,N/A,TRUE
ADULT,22.81583,-12.26528,Middle,12-02-2004,470,Mauritania,N/A,TRUE
ADULT,19.52083,-14.40472,Middle,12-02-2004,150,Mauritania,N/A,TRUE
ADULT,19.50667,-14.36222,Middle,12-02-2004,170,Mauritania,N/A,TRUE
ADULT,19.31667,-14.51222,Middle,12-02-2004,820,Mauritania,N/A,TRUE
ADULT,19.82167,-13.37333,Middle,12-02-2004,800,Mauritania,N/A,TRUE
ADULT,22.54833,-12.77167,Middle,12-02-2004,600,Mauritania,N/A,TRUE
ADULT,22.4625,-12.69944,Middle,12-02-2004,500,Mauritania,N/A,TRUE
ADULT,22.77111,-12.38222,Middle,12-02-2004,400,Mauritania,N/A,TRUE
ADULT,22.66528,-12.75972,Middle,12-02-2004,400,Mauritania,N/A,TRUE
ADULT,18.337778,37.695835,Middle,12-02-2004,64,Sudan,TOKAR,TRUE
ADULT,20.104999,37.090278,Middle,12-02-2004,25,Sudan,PORT SUDAN,TRUE
ADULT,20.104999,37.090278,Middle,12-02-2004,25,Sudan,PORT SUDAN,TRUE
ADULT,20.172222,37.051666,Middle,12-02-2004,100,Sudan,PORT SUDAN,TRUE
ADULT,20.172222,37.051666,Middle,12-02-2004,100,Sudan,PORT SUDAN,TRUE
ADULT,22.18889,36.556949,Middle,12-02-2004,40,Egypt,HALAIB,TRUE
ADULT,22.18889,36.556949,Middle,12-02-2004,40,Egypt,HALAIB,TRUE
ADULT,22.18889,36.556949,Middle,12-02-2004,40,Egypt,HALAIB,TRUE
ADULT,21.9325,39.175281,Middle,12-02-2004,30,Saudi Arabia,DAHABAN SAUDI AR,TRUE
ADULT,22.4225,39.822498,Middle,12-02-2004,90,Saudi Arabia,HIYSHAH-1,TRUE
ADULT,22.18333,39.195838,Middle,12-02-2004,30,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.73417,39.53833,Middle,12-02-2004,65,Saudi Arabia,AL JUMUM SAUDI A,TRUE
ADULT,22.1375,39.503608,Middle,12-02-2004,25,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.798059,39.736389,Middle,12-02-2004,80,Saudi Arabia,HADDAT ASH SHAM,TRUE
ADULT,21.836669,39.62833,Middle,12-02-2004,40,Saudi Arabia,HADDAT ASH SHAM,TRUE
ADULT,22.210559,39.177501,Middle,12-02-2004,300,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.91028,39.194171,Middle,12-02-2004,300,Saudi Arabia,AL RIYADH,TRUE
BAND,22.62194,39.201671,Middle,12-02-2004,25,Saudi Arabia,KING ABDULLAH EC,TRUE
BAND,22.62194,39.201671,Middle,12-02-2004,25,Saudi Arabia,KING ABDULLAH EC,TRUE
BAND,22.85889,39.264171,Middle,12-02-2004,30,Saudi Arabia,AL NUAIBEA'A SAU,TRUE
BAND,22.85889,39.264171,Middle,12-02-2004,30,Saudi Arabia,AL NUAIBEA'A SAU,TRUE
BAND,22.393049,39.259449,Middle,12-02-2004,60,Saudi Arabia,KING ABDULLAH EC,TRUE
BAND,22.393049,39.259449,Middle,12-02-2004,60,Saudi Arabia,KING ABDULLAH EC,TRUE
BAND,22.64694,39.27972,Middle,12-02-2004,35,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.64694,39.27972,Middle,12-02-2004,35,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,24.094169,38.623611,Middle,12-02-2004,20,Saudi Arabia,BADR,TRUE
BAND,24.116109,38.538608,Middle,12-02-2004,30,Saudi Arabia,BARKA SAUDI ARAB,TRUE
BAND,24.03944,38.473609,Middle,12-02-2004,15,Saudi Arabia,YANBU SAUDI ARAB,TRUE
BAND,24.1725,38.669448,Middle,12-02-2004,20,Saudi Arabia,BAQ`A' SAUDI ARA,TRUE
BAND,23.03417,39.509719,Middle,12-02-2004,300,Saudi Arabia,WADI AL FORA'A S,TRUE
BAND,22.95306,39.514999,Middle,12-02-2004,300,Saudi Arabia,WADIHIJER,TRUE
HOPPER,20.52583,-12.77,Middle,12-02-2004,300,Mauritania,N/A,TRUE
HOPPER,20.52583,-12.77,Middle,12-02-2004,300,Mauritania,N/A,TRUE
HOPPER,20.18361,37.072223,Middle,12-02-2004,100,Sudan,PORT SUDAN,TRUE
HOPPER,20.18361,37.072223,Middle,12-02-2004,100,Sudan,PORT SUDAN,TRUE
HOPPER,20.104999,37.106945,Middle,12-02-2004,75,Sudan,PORT SUDAN,TRUE
HOPPER,20.104999,37.106945,Middle,12-02-2004,75,Sudan,PORT SUDAN,TRUE
HOPPER,20.173055,37.070556,Middle,12-02-2004,50,Sudan,PORT SUDAN,TRUE
HOPPER,20.173055,37.070556,Middle,12-02-2004,50,Sudan,PORT SUDAN,TRUE
NO LOCUST,19.59028,-13.13222,Middle,12-02-2004,600,Mauritania,N/A,TRUE
NO LOCUST,19.81278,-15.80556,Middle,12-02-2004,300,Mauritania,N/A,TRUE
NO LOCUST,19.79333,-15.89417,Middle,12-02-2004,10.675,Mauritania,N/A,TRUE
NO LOCUST,21.818889,-16.350555,Middle,12-02-2004,,Morocco,LAMTAILHA,TRUE
NO LOCUST,24.221666,-13.187777,Middle,12-02-2004,,Morocco,OUED BAMBA,TRUE
SWARM,19.74944,-15.74111,Middle,12-02-2004,150,Mauritania,N/A,TRUE
SWARM,21.752777,-14.965555,Middle,12-02-2004,,Morocco,DRAYAA AIGUE,TRUE
SWARM,22.164443,-14.358611,Middle,12-02-2004,,Morocco,OUM JLOUD,TRUE
SWARM,23.096389,-14.144166,Middle,12-02-2004,,Morocco,BEGGARY,TRUE
SWARM,24.916666,-12.466666,Middle,12-02-2004,,Morocco,OUED EL FAYDA,TRUE
SWARM,26.641111,-13.013333,Middle,12-02-2004,,Morocco,OUED LKHAT,TRUE
SWARM,26.066667,-12.6,Middle,12-02-2004,,Morocco,BRIBER,TRUE
NO LOCUST,22.84222,-12.28278,Middle,13-02-2004,450,Mauritania,N/A,TRUE
NO LOCUST,22.72083,-12.46417,Middle,13-02-2004,300,Mauritania,N/A,TRUE
NO LOCUST,22.533332,-14.375833,Middle,13-02-2004,,Morocco,AWSSERD,TRUE
ADULT,22.237499,39.383338,Middle,13-02-2004,40,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,22.219169,39.387218,Middle,13-02-2004,15,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.97167,39.66167,Middle,13-02-2004,30,Saudi Arabia,AL BARZAH SAUDI,TRUE
ADULT,21.80417,39.736389,Middle,13-02-2004,35,Saudi Arabia,HADDAT ASH SHAM,TRUE
ADULT,22.61944,-12.68556,Middle,13-02-2004,400,Mauritania,N/A,TRUE
ADULT,22.55556,-12.77194,Middle,13-02-2004,350,Mauritania,N/A,TRUE
ADULT,22.46944,-12.88444,Middle,13-02-2004,400,Mauritania,N/A,TRUE
ADULT,21.33333,-13.01667,Middle,13-02-2004,100,Mauritania,N/A,TRUE
ADULT,18.97639,-13.0575,Middle,13-02-2004,500,Mauritania,N/A,TRUE
ADULT,18.90639,-13.06583,Middle,13-02-2004,900,Mauritania,N/A,TRUE
ADULT,18.6675,-13.13306,Middle,13-02-2004,1300,Mauritania,N/A,TRUE
ADULT,19.47472,-13.40806,Middle,13-02-2004,800,Mauritania,N/A,TRUE
ADULT,20.2275,-13.50167,Middle,13-02-2004,120,Mauritania,N/A,TRUE
ADULT,20.2275,-13.50167,Middle,13-02-2004,120,Mauritania,N/A,TRUE
ADULT,20.18333,-13.57361,Middle,13-02-2004,200,Mauritania,N/A,TRUE
ADULT,19.7075,-14.31472,Middle,13-02-2004,180,Mauritania,N/A,TRUE
ADULT,19.63972,-14.32361,Middle,13-02-2004,150,Mauritania,N/A,TRUE
ADULT,19.43056,-14.57694,Middle,13-02-2004,500,Mauritania,N/A,TRUE
ADULT,19.68444,-14.5825,Middle,13-02-2004,300,Mauritania,N/A,TRUE
HOPPER,20.54667,-12.38278,Middle,13-02-2004,150,Mauritania,N/A,TRUE
HOPPER,20.54667,-12.38278,Middle,13-02-2004,150,Mauritania,N/A,TRUE
SWARM,21.11667,-13.05,Middle,13-02-2004,50,Mauritania,N/A,TRUE
SWARM,21.11667,-13.05,Middle,13-02-2004,50,Mauritania,N/A,TRUE
SWARM,19.74833,-15.7475,Middle,13-02-2004,400,Mauritania,N/A,TRUE
SWARM,24.916666,-12.466666,Middle,13-02-2004,,Morocco,OUED EL FAYDA,TRUE
SWARM,26.606945,-13.013333,Middle,13-02-2004,,Morocco,FADRAT LAHSA,TRUE
SWARM,24.147499,-13.250277,Middle,13-02-2004,,Morocco,OUM DREIGA,TRUE
SWARM,23.715555,-14.423055,Middle,13-02-2004,,Morocco,OUED TOUFLIT,TRUE
SWARM,21.693332,-14.863333,Middle,13-02-2004,,Morocco,GLIBAT TICHLA,TRUE
BAND,24.121389,38.560279,Middle,13-02-2004,20,Saudi Arabia,`AJMIYAH SAUDI A,TRUE
BAND,24.114719,38.65694,Middle,13-02-2004,20,Saudi Arabia,BAQ`A' SAUDI ARA,TRUE
BAND,24.15806,38.665,Middle,13-02-2004,20,Saudi Arabia,BAQ`A' SAUDI ARA,TRUE
BAND,22.6275,39.20417,Middle,13-02-2004,20,Saudi Arabia,KING ABDULLAH EC,TRUE
BAND,22.6275,39.20417,Middle,13-02-2004,20,Saudi Arabia,KING ABDULLAH EC,TRUE
BAND,22.72722,39.2075,Middle,13-02-2004,25,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.72722,39.2075,Middle,13-02-2004,25,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.705829,39.283329,Middle,13-02-2004,20,Saudi Arabia,AL HAJAR SAUDI A,TRUE
BAND,22.705829,39.283329,Middle,13-02-2004,20,Saudi Arabia,AL HAJAR SAUDI A,TRUE
BAND,22.642499,39.308059,Middle,13-02-2004,35,Saudi Arabia,AL HAJAR SAUDI A,TRUE
BAND,22.642499,39.308059,Middle,13-02-2004,35,Saudi Arabia,AL HAJAR SAUDI A,TRUE
HOPPER,20.172222,37.051666,Middle,13-02-2004,100,Sudan,PORT SUDAN,TRUE
HOPPER,20.172222,37.051666,Middle,13-02-2004,100,Sudan,PORT SUDAN,TRUE
ADULT,18.45806,-13.095,Middle,14-02-2004,1600,Mauritania,N/A,TRUE
ADULT,18.42306,-13.00139,Middle,14-02-2004,200,Mauritania,N/A,TRUE
ADULT,18.24222,-12.94528,Middle,14-02-2004,3000,Mauritania,N/A,TRUE
ADULT,20.23361,-13.56556,Middle,14-02-2004,200,Mauritania,N/A,TRUE
ADULT,19.66222,-14.29,Middle,14-02-2004,140,Mauritania,N/A,TRUE
ADULT,19.75611,-14.33167,Middle,14-02-2004,120,Mauritania,N/A,TRUE
ADULT,19.07778,-13.62222,Middle,14-02-2004,600,Mauritania,N/A,TRUE
ADULT,19.665,-14.56222,Middle,14-02-2004,300,Mauritania,N/A,TRUE
ADULT,19.46278,-14.78417,Middle,14-02-2004,300,Mauritania,N/A,TRUE
ADULT,18.349721,37.684722,Middle,14-02-2004,64,Sudan,TOKAR,TRUE
ADULT,22.18889,36.556949,Middle,14-02-2004,48,Egypt,HALAIB,TRUE
ADULT,22.18889,36.556949,Middle,14-02-2004,48,Egypt,HALAIB,TRUE
ADULT,22.18889,36.556949,Middle,14-02-2004,48,Egypt,HALAIB,TRUE
ADULT,22.184169,39.223888,Middle,14-02-2004,20,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.999439,39.483329,Middle,14-02-2004,90,Saudi Arabia,GHRAN SAUDI ARAB,TRUE
ADULT,22.24389,39.257221,Middle,14-02-2004,15,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,22.17694,39.241939,Middle,14-02-2004,300,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,22.17917,39.406391,Middle,14-02-2004,300,Saudi Arabia,KHULAIS SAUDI AR,TRUE
ADULT,21.95111,39.46722,Middle,14-02-2004,80,Saudi Arabia,UM ALJEREM SAUDI,TRUE
ADULT,21.966669,39.50222,Middle,14-02-2004,40,Saudi Arabia,UM ALJEREM SAUDI,TRUE
ADULT,21.898609,39.750831,Middle,14-02-2004,35,Saudi Arabia,AL BARZAH SAUDI,TRUE
ADULT,21.889999,39.60194,Middle,14-02-2004,30,Saudi Arabia,AL BARZAH SAUDI,TRUE
ADULT,21.691389,39.736389,Middle,14-02-2004,30,Saudi Arabia,AL JUMUM SAUDI A,TRUE
ADULT,21.798059,39.736389,Middle,14-02-2004,25,Saudi Arabia,HADDAT ASH SHAM,TRUE
ADULT,25.691389,40.00278,Middle,14-02-2004,100,Saudi Arabia,AL HAIT,TRUE
ADULT,25.643329,40.859439,Middle,14-02-2004,50,Saudi Arabia,AL DABEYAH SAUDI,TRUE
ADULT,25.628059,40.909439,Middle,14-02-2004,50,Saudi Arabia,FAYDHAT ALMSSAR,TRUE
BAND,21.90833,39.192501,Middle,14-02-2004,600,Saudi Arabia,AL RIYADH,TRUE
BAND,22.722499,39.203609,Middle,14-02-2004,25,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.722499,39.203609,Middle,14-02-2004,25,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.654169,39.271949,Middle,14-02-2004,45,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.654169,39.271949,Middle,14-02-2004,45,Saudi Arabia,AL JEHFA SAUDI A,TRUE
BAND,22.828609,39.242778,Middle,14-02-2004,30,Saudi Arabia,HAQQAQ SAUDI ARA,TRUE
BAND,22.828609,39.242778,Middle,14-02-2004,30,Saudi Arabia,HAQQAQ SAUDI ARA,TRUE
BAND,23.619169,38.81805,Middle,14-02-2004,15,Saudi Arabia,BADR SAUDI ARABI,TRUE
BAND,23.68889,38.902221,Middle,14-02-2004,20,Saudi Arabia,BADR SAUDI ARABI,TRUE
BAND,24.165559,38.61972,Middle,14-02-2004,20,Saudi Arabia,NUJAYL SAUDI ARA,TRUE
HOPPER,21.11667,-13.05,Middle,14-02-2004,30,Mauritania,N/A,TRUE
HOPPER,20.57,-12.37306,Middle,14-02-2004,180,Mauritania,N/A,TRUE
HOPPER,20.57,-12.37306,Middle,14-02-2004,180,Mauritania,N/A,TRUE
HOPPER,20.57028,-12.23083,Middle,14-02-2004,120,Mauritania,N/A,TRUE
HOPPER,20.57028,-12.23083,Middle,14-02-2004,120,Mauritania,N/A,TRUE
HOPPER,20.18667,-13.58222,Middle,14-02-2004,500,Mauritania,N/A,TRUE
HOPPER,20.18667,-13.58222,Middle,14-02-2004,500,Mauritania,N/A,TRUE
HOPPER,19.70111,-14.58083,Middle,14-02-2004,300,Mauritania,N/A,TRUE
HOPPER,19.70111,-14.58083,Middle,14-02-2004,300,Mauritania,N/A,TRUE
HOPPER,20.204721,37.197223,Middle,14-02-2004,50,Sudan,PORT SUDAN,TRUE
HOPPER,20.204721,37.197223,Middle,14-02-2004,50,Sudan,PORT SUDAN,TRUE
NO LOCUST,21.427499,-15.172778,Middle,14-02-2004,,Morocco,OUED EL MDBIR,TRUE
