Category,lat,lon,Part of month,Observation Date,Treated Area (ha),Country,Location Name,Control
NO LOCUST,9.36468,44.04711,Middle,13-12-2020,,Somalia,HARGEISA,FALSE
NO LOCUST,9.38636,44.05824,Middle,13-12-2020,,Somalia,TOON,FALSE
NO LOCUST,9.42757,44.06093,Middle,13-12-2020,,Somalia,HARGEISA,FALSE
NO LOCUST,9.90381,44.07846,Middle,13-12-2020,,Somalia,HORO HADLEY,FALSE
NO LOCUST,9.82572,44.08329,Middle,13-12-2020,,Somalia,HORO HADLEY,FALSE
NO LOCUST,9.97988,44.12092,Middle,13-12-2020,,Somalia,HORO HADLEY,FALSE
NO LOCUST,9.90754,45.21262,Middle,13-12-2020,,Somalia,SHIIKH,FALSE
NO LOCUST,10.4602,44.2493,Middle,13-12-2020,,Somalia,N/A,FALSE
NO LOCUST,10.74065,47.414,Middle,13-12-2020,,Somalia,CEERIGAABO,FALSE
NO LOCUST,10.2635,44.0889,Middle,13-12-2020,,Somalia,N/A,FALSE
NO LOCUST,15.92278,43.02639,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
NO LOCUST,15.81278,43.03,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
NO LOCUST,15.04889,43.05028,Middle,13-12-2020,,Yemen,AD DAQAWANAH,FALSE
NO LOCUST,15.70852,43.01027,Middle,13-12-2020,,Yemen,AZ ZUHRAH,FALSE
NO LOCUST,15.68788,43.01395,Middle,13-12-2020,,Yemen,AZ ZUHRAH,FALSE
NO LOCUST,15.2692,43.07065,Middle,13-12-2020,,Yemen,?????????? YEMEN,FALSE
NO LOCUST,14.70622,43.24484,Middle,13-12-2020,,Yemen,AL MANSURIYAH,FALSE
NO LOCUST,15.2868,43.0609,Middle,13-12-2020,,Yemen,?????????? YEMEN,FALSE
NO LOCUST,15.30938,43.04548,Middle,13-12-2020,,Yemen,??? ??? ???? YEME,FALSE
NO LOCUST,15.27842,43.00612,Middle,13-12-2020,,Yemen,?????????? YEMEN,FALSE
NO LOCUST,14.71172,43.3004,Middle,13-12-2020,,Yemen,AL MANSURIYAH,FALSE
NO LOCUST,15.47048,43.06325,Middle,13-12-2020,,Yemen,DAYR KUZABAH,FALSE
NO LOCUST,15.46457,43.07345,Middle,13-12-2020,,Yemen,DAYR KUZABAH,FALSE
NO LOCUST,15.12112,43.01273,Middle,13-12-2020,,Yemen,????????? YEMEN,FALSE
NO LOCUST,15.48233,43.11825,Middle,13-12-2020,,Yemen,???????? YEMEN,FALSE
NO LOCUST,15.07947,42.98065,Middle,13-12-2020,,Yemen,AT TURBAH,FALSE
NO LOCUST,15.40845,43.08567,Middle,13-12-2020,,Yemen,??? ????? YEMEN,FALSE
NO LOCUST,15.05113,43.02772,Middle,13-12-2020,,Yemen,AT TURBAH,FALSE
NO LOCUST,15.40228,43.07118,Middle,13-12-2020,,Yemen,??? ????? YEMEN,FALSE
NO LOCUST,15.27428,43.02839,Middle,13-12-2020,,Yemen,?????????? YEMEN,FALSE
NO LOCUST,14.49908,43.25297,Middle,13-12-2020,,Yemen,BAYT AL FAQIH,FALSE
NO LOCUST,15.26683,43.04188,Middle,13-12-2020,,Yemen,?????????? YEMEN,FALSE
NO LOCUST,15.65112,42.84412,Middle,13-12-2020,,Yemen,BUYUT AL HASSER,FALSE
NO LOCUST,15.1223,43.04125,Middle,13-12-2020,,Yemen,????????? YEMEN,FALSE
NO LOCUST,15.66902,42.82865,Middle,13-12-2020,,Yemen,BUYUT AL HASSER,FALSE
NO LOCUST,14.50713,43.30993,Middle,13-12-2020,,Yemen,BAYT AL FAQIH,FALSE
ADULT,21.92975,-14.6994,Middle,13-12-2020,,N/A,N/A,FALSE
ADULT,22.4191,-14.35582,Middle,13-12-2020,,N/A,N/A,FALSE
ADULT,18.44038,-15.5846,Middle,13-12-2020,,Mauritania,N/A,FALSE
ADULT,18.31985,-14.19537,Middle,13-12-2020,,Mauritania,N/A,FALSE
ADULT,19.91703,-14.53212,Middle,13-12-2020,,Mauritania,N/A,FALSE
HOPPER,3.93407,41.25166,Middle,13-12-2020,,Kenya,RHAMU,FALSE
ADULT,24.35333,9.48056,Middle,13-12-2020,2,Algeria,N/A,TRUE
ADULT,24.35111,9.48056,Middle,13-12-2020,2,Algeria,N/A,TRUE
ADULT,24.353333,9.480556,Middle,13-12-2020,2,Algeria,,TRUE
ADULT,24.351111,9.480556,Middle,13-12-2020,2,Algeria,,TRUE
ADULT,6.475775,44.679294,Middle,13-12-2020,100,Ethiopia,SHILABO,TRUE
ADULT,6.50024,44.6576,Middle,13-12-2020,,Ethiopia,N/A,FALSE
ADULT,30.70085,49.1509,Middle,13-12-2020,,Iran,CHAMRAN TOWN,FALSE
ADULT,18.523884,-15.508284,Middle,13-12-2020,,Mauritania,,FALSE
ADULT,18.5387,-15.5944,Middle,13-12-2020,,Mauritania,,FALSE
ADULT,18.5387,-15.5944,Middle,13-12-2020,,Mauritania,,FALSE
ADULT,18.43962,-15.60803,Middle,13-12-2020,,Mauritania,N/A,FALSE
ADULT,18.52388,-15.50828,Middle,13-12-2020,,Mauritania,N/A,FALSE
ADULT,18.52388,-15.50828,Middle,13-12-2020,,Mauritania,N/A,FALSE
ADULT,18.44907,-14.16638,Middle,13-12-2020,,Mauritania,N/A,FALSE
ADULT,18.5387,-15.5944,Middle,13-12-2020,,Mauritania,N/A,FALSE
ADULT,18.5387,-15.5944,Middle,13-12-2020,,Mauritania,N/A,FALSE
ADULT,18.5387,-15.5944,Middle,13-12-2020,,Mauritania,N/A,FALSE
ADULT,6.465375,47.464823,Middle,13-12-2020,11,Somalia,,TRUE
ADULT,6.465375,47.464823,Middle,13-12-2020,11,Somalia,,TRUE
ADULT,6.68105,47.42225,Middle,13-12-2020,,Somalia,GALKAYO,FALSE
ADULT,6.68105,47.42225,Middle,13-12-2020,,Somalia,GALKAYO,FALSE
ADULT,16.080433,43.138115,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,16.123889,43.123611,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,16.06333,43.12361,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,16.03139,43.11167,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,15.9525,43.03222,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,15.74417,43.00639,Middle,13-12-2020,,Yemen,AZ ZUHRAH,FALSE
ADULT,15.66847,43.00068,Middle,13-12-2020,,Yemen,????? ???? YEMEN,FALSE
ADULT,16.08043,43.13812,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,16.08043,43.13812,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,14.7052,43.25742,Middle,13-12-2020,,Yemen,AL MANSURIYAH,FALSE
ADULT,15.70953,43.16398,Middle,13-12-2020,,Yemen,AL MA'RAS,FALSE
ADULT,16.05612,43.08992,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,15.50935,43.14105,Middle,13-12-2020,,Yemen,???????? YEMEN,FALSE
ADULT,14.70017,43.28942,Middle,13-12-2020,,Yemen,AL MANSURIYAH,FALSE
ADULT,15.29748,43.01643,Middle,13-12-2020,,Yemen,??? ??? ???? YEME,FALSE
ADULT,16.29083,43.12361,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,15.66437,42.97797,Middle,13-12-2020,,Yemen,????? ???? YEMEN,FALSE
ADULT,15.50323,43.12454,Middle,13-12-2020,,Yemen,???????? YEMEN,FALSE
ADULT,15.49447,43.09968,Middle,13-12-2020,,Yemen,DAYR KUZABAH,FALSE
ADULT,14.72757,43.31143,Middle,13-12-2020,,Yemen,AL MANSURIYAH,FALSE
ADULT,15.9967,43.0928,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,15.48982,43.0705,Middle,13-12-2020,,Yemen,DAYR KUZABAH,FALSE
ADULT,16.0016,43.1027,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,15.67522,42.95522,Middle,13-12-2020,,Yemen,????? ???? YEMEN,FALSE
ADULT,15.98055,43.10383,Middle,13-12-2020,,Yemen,???? ????? YEMEN,FALSE
ADULT,14.69915,43.30702,Middle,13-12-2020,,Yemen,AL MANSURIYAH,FALSE
ADULT,15.67575,42.94698,Middle,13-12-2020,,Yemen,???? YEMEN,FALSE
ADULT,15.96512,43.06175,Middle,13-12-2020,,Yemen,???? ????? YEMEN,FALSE
ADULT,15.92208,43.02645,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,14.68413,43.29267,Middle,13-12-2020,,Yemen,AL MANSURIYAH,FALSE
ADULT,15.07795,43.0475,Middle,13-12-2020,,Yemen,????????? YEMEN,FALSE
ADULT,15.65458,42.88804,Middle,13-12-2020,,Yemen,????? ???? YEMEN,FALSE
ADULT,15.08548,43.07285,Middle,13-12-2020,,Yemen,AD DAQAWANAH,FALSE
ADULT,14.50613,43.2602,Middle,13-12-2020,,Yemen,BAYT AL FAQIH,FALSE
ADULT,15.84957,43.04047,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,15.09895,43.12169,Middle,13-12-2020,,Yemen,AD DAQAWANAH,FALSE
ADULT,14.49889,43.285,Middle,13-12-2020,,Yemen,BAYT AL FAQIH,FALSE
ADULT,15.81267,43.03618,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
ADULT,15.07903,43.18678,Middle,13-12-2020,,Yemen,AL 'UQAYLIYAH,FALSE
ADULT,15.06832,43.00588,Middle,13-12-2020,,Yemen,AT TURBAH,FALSE
ADULT,15.76238,43.00063,Middle,13-12-2020,,Yemen,AZ ZUHRAH,FALSE
ADULT,15.07012,43.04448,Middle,13-12-2020,,Yemen,????????? YEMEN,FALSE
ADULT,15.0398,43.07375,Middle,13-12-2020,,Yemen,AD DAQAWANAH,FALSE
ADULT,15.04995,43.1074,Middle,13-12-2020,,Yemen,AD DAQAWANAH,FALSE
ADULT,15.05982,43.13055,Middle,13-12-2020,,Yemen,AD DAQAWANAH,FALSE
ADULT,15.06707,43.17042,Middle,13-12-2020,,Yemen,AL 'UQAYLIYAH,FALSE
HOPPER,5.849358,44.676058,Middle,13-12-2020,80,Ethiopia,DEBEWEYIN,TRUE
HOPPER,5.84936,44.67606,Middle,13-12-2020,80,Ethiopia,N/A,TRUE
ADULT,4.298941,38.012469,Middle,13-12-2020,400,Ethiopia,DIRE,TRUE
ADULT,6.860157,45.203075,Middle,13-12-2020,300,Ethiopia,WARDER,TRUE
ADULT,6.886561,45.270152,Middle,13-12-2020,190,Ethiopia,WARDER,TRUE
ADULT,6.886561,45.270152,Middle,13-12-2020,190,Ethiopia,WARDER,TRUE
ADULT,4.29894,38.01247,Middle,13-12-2020,400,Ethiopia,GUBAL,TRUE
ADULT,6.86016,45.20308,Middle,13-12-2020,300,Ethiopia,AFDUB,TRUE
ADULT,6.88656,45.27015,Middle,13-12-2020,190,Ethiopia,WERDER,TRUE
ADULT,6.88656,45.27015,Middle,13-12-2020,190,Ethiopia,WERDER,TRUE
ADULT,6.88096,45.69069,Middle,13-12-2020,,Ethiopia,AGAR UEN,FALSE
ADULT,6.91383,45.87729,Middle,13-12-2020,,Ethiopia,MIREFARATAG,FALSE
ADULT,6.88405,47.470422,Middle,13-12-2020,15,Somalia,,TRUE
ADULT,6.88405,47.470422,Middle,13-12-2020,15,Somalia,,TRUE
HOPPER,6.60683,44.51958,Middle,13-12-2020,,Ethiopia,MERERALE,FALSE
HOPPER,6.46593,44.68809,Middle,13-12-2020,,Ethiopia,N/A,FALSE
HOPPER,6.88405,47.47042,Middle,13-12-2020,15,Somalia,GALKAYO,TRUE
HOPPER,6.88405,47.47042,Middle,13-12-2020,15,Somalia,GALKAYO,TRUE
HOPPER,6.45568,47.47279,Middle,13-12-2020,,Somalia,XAARKUGAMA,FALSE
HOPPER,6.45568,47.47279,Middle,13-12-2020,,Somalia,XAARKUGAMA,FALSE
ADULT,17.841683,38.482794,Middle,13-12-2020,15,Eritrea,,TRUE
ADULT,17.84168,38.48279,Middle,13-12-2020,15,Eritrea,N/A,TRUE
ADULT,6.108889,44.7525,Middle,13-12-2020,40,Ethiopia,SHILABO,TRUE
ADULT,6.10889,44.7525,Middle,13-12-2020,40,Ethiopia,SHILABO,TRUE
ADULT,27.523056,42.211944,Middle,13-12-2020,200,Saudi Arabia,,TRUE
ADULT,25.055833,37.308889,Middle,13-12-2020,100,Saudi Arabia,,TRUE
ADULT,19.446111,41.275556,Middle,13-12-2020,100,Saudi Arabia,,TRUE
ADULT,19.575556,41.189722,Middle,13-12-2020,100,Saudi Arabia,,TRUE
ADULT,26.908889,43.6225,Middle,13-12-2020,200,Saudi Arabia,,TRUE
ADULT,25.023056,44.359444,Middle,13-12-2020,200,Saudi Arabia,,TRUE
ADULT,24.125556,38.5725,Middle,13-12-2020,200,Saudi Arabia,,TRUE
ADULT,23.842222,39.645278,Middle,13-12-2020,200,Saudi Arabia,,TRUE
ADULT,19.824722,41.023056,Middle,13-12-2020,200,Saudi Arabia,,TRUE
ADULT,20.615,40.742222,Middle,13-12-2020,100,Saudi Arabia,,TRUE
ADULT,27.52306,42.21194,Middle,13-12-2020,200,Saudi Arabia,BIHARAH JANNAYN S,TRUE
ADULT,25.05583,37.30889,Middle,13-12-2020,100,Saudi Arabia,?????? SAUDI ARAB,TRUE
ADULT,19.44611,41.27556,Middle,13-12-2020,100,Saudi Arabia,N/A,TRUE
ADULT,19.57556,41.18972,Middle,13-12-2020,100,Saudi Arabia,NAWAN SAUDI ARABI,TRUE
ADULT,26.90889,43.6225,Middle,13-12-2020,200,Saudi Arabia,QUSAIBA SAUDI ARA,TRUE
ADULT,25.02306,44.35944,Middle,13-12-2020,200,Saudi Arabia,??????? SAUDI ARA,TRUE
ADULT,24.12556,38.5725,Middle,13-12-2020,200,Saudi Arabia,`AJMIYAH SAUDI AR,TRUE
ADULT,23.84222,39.64528,Middle,13-12-2020,200,Saudi Arabia,ALYUTAMAH SAUDI A,TRUE
ADULT,19.82472,41.02306,Middle,13-12-2020,200,Saudi Arabia,N/A,TRUE
ADULT,20.615,40.74222,Middle,13-12-2020,100,Saudi Arabia,RBOOA ALAEAN SAUD,TRUE
ADULT,17.257233,34.4277,Middle,13-12-2020,100,Sudan,SIDON,TRUE
ADULT,21.751783,36.124035,Middle,13-12-2020,100,Sudan,ATBAI,TRUE
ADULT,21.680384,36.152485,Middle,13-12-2020,100,Sudan,ATBAI,TRUE
ADULT,17.818832,38.3691,Middle,13-12-2020,100,Sudan,TOKAR GENOUB,TRUE
ADULT,17.85185,38.351032,Middle,13-12-2020,75,Sudan,TOKAR GENOUB,TRUE
ADULT,20.823084,35.868416,Middle,13-12-2020,60,Sudan,PORT SUDAN,TRUE
ADULT,20.57093,35.8238,Middle,13-12-2020,,Sudan,N/A,FALSE
ADULT,20.71853,35.84478,Middle,13-12-2020,,Sudan,N/A,FALSE
ADULT,17.81883,38.3691,Middle,13-12-2020,100,Sudan,AIET,TRUE
ADULT,17.25723,34.4277,Middle,13-12-2020,100,Sudan,SIDON,TRUE
ADULT,17.85185,38.35103,Middle,13-12-2020,75,Sudan,AIET,TRUE
ADULT,20.82308,35.86842,Middle,13-12-2020,60,Sudan,N/A,TRUE
ADULT,21.75178,36.12404,Middle,13-12-2020,100,Sudan,N/A,TRUE
ADULT,20.96242,35.89842,Middle,13-12-2020,,Sudan,N/A,FALSE
ADULT,21.68038,36.15249,Middle,13-12-2020,100,Sudan,N/A,TRUE
ADULT,17.29235,34.3804,Middle,13-12-2020,50,Sudan,SIDON,TRUE
ADULT,15.88365,43.04932,Middle,13-12-2020,,Yemen,WADI AL JAH,FALSE
BAND,5.851219,44.675788,Middle,13-12-2020,60,Ethiopia,DEBEWEYIN,TRUE
BAND,6.475775,44.679294,Middle,13-12-2020,100,Ethiopia,SHILABO,TRUE
BAND,6.444167,44.696111,Middle,13-12-2020,200,Ethiopia,SHILABO,TRUE
BAND,6.811944,44.101944,Middle,13-12-2020,240,Ethiopia,KEBRIDEHAR,TRUE
BAND,6.222222,44.755,Middle,13-12-2020,100,Ethiopia,SHILABO,TRUE
BAND,5.85122,44.67579,Middle,13-12-2020,60,Ethiopia,N/A,TRUE
BAND,6.47578,44.67929,Middle,13-12-2020,100,Ethiopia,N/A,TRUE
BAND,6.47578,44.67929,Middle,13-12-2020,100,Ethiopia,N/A,TRUE
BAND,6.44417,44.69611,Middle,13-12-2020,200,Ethiopia,N/A,TRUE
BAND,6.81194,44.10194,Middle,13-12-2020,240,Ethiopia,KEBRI DEHAR,TRUE
BAND,6.22222,44.755,Middle,13-12-2020,100,Ethiopia,IGLOLE,TRUE
BAND,6.45934,47.470953,Middle,13-12-2020,7,Somalia,,TRUE
BAND,6.45934,47.470953,Middle,13-12-2020,7,Somalia,,TRUE
BAND,6.869556,47.477031,Middle,13-12-2020,10,Somalia,,TRUE
BAND,6.869556,47.477031,Middle,13-12-2020,10,Somalia,,TRUE
BAND,6.75678,47.42775,Middle,13-12-2020,,Somalia,GALKAYO,FALSE
BAND,6.75678,47.42775,Middle,13-12-2020,,Somalia,GALKAYO,FALSE
BAND,6.4882,47.45747,Middle,13-12-2020,,Somalia,XIMANSAXARIR,FALSE
BAND,6.4882,47.45747,Middle,13-12-2020,,Somalia,XIMANSAXARIR,FALSE
BAND,6.46538,47.46482,Middle,13-12-2020,11,Somalia,XAARKUGAMA,TRUE
BAND,6.46538,47.46482,Middle,13-12-2020,11,Somalia,XAARKUGAMA,TRUE
BAND,6.45934,47.47095,Middle,13-12-2020,7,Somalia,XAARKUGAMA,TRUE
BAND,6.45934,47.47095,Middle,13-12-2020,7,Somalia,XAARKUGAMA,TRUE
BAND,6.86956,47.47703,Middle,13-12-2020,10,Somalia,GALKAYO,TRUE
BAND,6.86956,47.47703,Middle,13-12-2020,10,Somalia,GALKAYO,TRUE
SWARM,6.380525,43.678207,Middle,13-12-2020,800,Ethiopia,DENAN,TRUE
SWARM,6.941503,45.277662,Middle,13-12-2020,1200,Ethiopia,WARDER,TRUE
SWARM,6.923457,45.960317,Middle,13-12-2020,100,Ethiopia,WARDER,TRUE
SWARM,7.484167,46.500556,Middle,13-12-2020,150,Ethiopia,DANOT,TRUE
SWARM,6.921667,45.961667,Middle,13-12-2020,45,Ethiopia,WARDER,TRUE
SWARM,6.475278,44.679167,Middle,13-12-2020,800,Ethiopia,SHILABO,TRUE
SWARM,6.918889,45.558056,Middle,13-12-2020,800,Ethiopia,WARDER,TRUE
SWARM,4.277778,38.005833,Middle,13-12-2020,400,Ethiopia,DIRE,TRUE
SWARM,6.927222,45.490278,Middle,13-12-2020,400,Ethiopia,WARDER,TRUE
SWARM,6.499444,44.655833,Middle,13-12-2020,800,Ethiopia,SHILABO,TRUE
SWARM,6.879167,45.651111,Middle,13-12-2020,1600,Ethiopia,WARDER,TRUE
SWARM,6.378889,43.680556,Middle,13-12-2020,2500,Ethiopia,DENAN,TRUE
SWARM,6.38053,43.67821,Middle,13-12-2020,800,Ethiopia,ADDAO,TRUE
SWARM,6.35531,43.68765,Middle,13-12-2020,,Ethiopia,ADDAO,FALSE
SWARM,6.9415,45.27766,Middle,13-12-2020,1200,Ethiopia,WERDER,TRUE
SWARM,6.92346,45.96032,Middle,13-12-2020,100,Ethiopia,MIREFARATAG,TRUE
SWARM,7.48417,46.50056,Middle,13-12-2020,150,Ethiopia,MAGARAUEIN,TRUE
SWARM,6.92167,45.96167,Middle,13-12-2020,45,Ethiopia,MIREFARATAG,TRUE
SWARM,6.47528,44.67917,Middle,13-12-2020,800,Ethiopia,N/A,TRUE
SWARM,6.91889,45.55806,Middle,13-12-2020,800,Ethiopia,AGAR UEN,TRUE
SWARM,4.27778,38.00583,Middle,13-12-2020,400,Ethiopia,GUBAL,TRUE
SWARM,6.92722,45.49028,Middle,13-12-2020,400,Ethiopia,WERDER,TRUE
SWARM,6.49944,44.65583,Middle,13-12-2020,800,Ethiopia,N/A,TRUE
SWARM,6.87917,45.65111,Middle,13-12-2020,1600,Ethiopia,AGAR UEN,TRUE
SWARM,6.37889,43.68056,Middle,13-12-2020,2500,Ethiopia,ADDAO,TRUE
SWARM,-2.42726,40.45786,Middle,13-12-2020,,Kenya,DIDA WAREDI,FALSE
SWARM,20.242834,40.5104,Middle,13-12-2020,180,Saudi Arabia,,TRUE
SWARM,25.798056,43.565,Middle,13-12-2020,200,Saudi Arabia,,TRUE
SWARM,26.145278,43.523056,Middle,13-12-2020,300,Saudi Arabia,,TRUE
SWARM,20.24572,40.44243,Middle,13-12-2020,,Saudi Arabia,ALDYAH SAUDI ARAB,FALSE
SWARM,25.79806,43.565,Middle,13-12-2020,200,Saudi Arabia,AR RASS SAUDI ARA,TRUE
SWARM,26.14528,43.52306,Middle,13-12-2020,300,Saudi Arabia,AL BUKAYRIYAH SAU,TRUE
SWARM,20.24283,40.5104,Middle,13-12-2020,180,Saudi Arabia,ALDYAH SAUDI ARAB,TRUE
SWARM,18.345882,36.556885,Middle,13-12-2020,150,Sudan,HAYA,TRUE
SWARM,18.2729,36.350384,Middle,13-12-2020,200,Sudan,HAYA,TRUE
SWARM,18.34588,36.55689,Middle,13-12-2020,150,Sudan,TOHAMIYAM,TRUE
SWARM,18.2729,36.35038,Middle,13-12-2020,200,Sudan,HAIYA,TRUE
SWARM,10.242368,50.226444,Middle,13-12-2020,50,Somalia,,TRUE
SWARM,10.384194,44.985023,Middle,13-12-2020,25,Somalia,,TRUE
SWARM,10.384194,44.985023,Middle,13-12-2020,25,Somalia,,TRUE
SWARM,10.243142,50.225608,Middle,13-12-2020,60,Somalia,,TRUE
SWARM,10.242412,50.226381,Middle,13-12-2020,200,Somalia,,TRUE
SWARM,10.241393,50.226703,Middle,13-12-2020,9,Somalia,,TRUE
SWARM,10.278056,44.305278,Middle,13-12-2020,136.47,Somalia,,TRUE
SWARM,10.370556,44.380278,Middle,13-12-2020,115.04,Somalia,,TRUE
SWARM,10.38419,44.98502,Middle,13-12-2020,25,Somalia,BERBERA,TRUE
SWARM,10.38419,44.98502,Middle,13-12-2020,25,Somalia,BERBERA,TRUE
SWARM,10.21671,50.21331,Middle,13-12-2020,,Somalia,ISKUSHUBAN,FALSE
SWARM,10.24314,50.22561,Middle,13-12-2020,60,Somalia,ISKUSHUBAN,TRUE
SWARM,10.24241,50.22638,Middle,13-12-2020,200,Somalia,ISKUSHUBAN,TRUE
SWARM,10.24237,50.22644,Middle,13-12-2020,50,Somalia,ISKUSHUBAN,TRUE
SWARM,10.24139,50.2267,Middle,13-12-2020,9,Somalia,ISKUSHUBAN,TRUE
SWARM,10.19343,46.90345,Middle,13-12-2020,,Somalia,N/A,FALSE
SWARM,10.3839,44.42,Middle,13-12-2020,,Somalia,BULO HAR,FALSE
SWARM,10.27806,44.30528,Middle,13-12-2020,136.47,Somalia,BULO HAR,TRUE
SWARM,10.37056,44.38028,Middle,13-12-2020,115.04,Somalia,BULO HAR,TRUE
ADULT,24.33583,9.46417,Middle,17-12-2020,,Algeria,N/A,FALSE
ADULT,19.483,5.38723,Middle,17-12-2020,,Algeria,N/A,FALSE
ADULT,22.19562,35.94237,Middle,17-12-2020,,N/A,N/A,FALSE
ADULT,22.19562,35.94237,Middle,17-12-2020,,N/A,N/A,FALSE
ADULT,23.09862,34.82987,Middle,17-12-2020,,Egypt,N/A,FALSE
ADULT,5.13887,36.535447,Middle,17-12-2020,200,Ethiopia,HAMER,TRUE
ADULT,8.267595,42.002424,Middle,17-12-2020,120,Ethiopia,LAGAHIDA,TRUE
ADULT,5.13887,36.53545,Middle,17-12-2020,200,Ethiopia,N/A,TRUE
ADULT,9.28033,41.18091,Middle,17-12-2020,,Ethiopia,CH'ERCH'ER,FALSE
ADULT,8.2676,42.00242,Middle,17-12-2020,120,Ethiopia,N/A,TRUE
ADULT,5.96256,43.42739,Middle,17-12-2020,,Ethiopia,MARA GUBED,FALSE
ADULT,6.53075,43.72442,Middle,17-12-2020,,Ethiopia,DALOT,FALSE
ADULT,5.60271,44.21815,Middle,17-12-2020,,Ethiopia,KELAFO,FALSE
ADULT,7.08471,45.4411,Middle,17-12-2020,,Ethiopia,WELWEL,FALSE
ADULT,29.17875,-9.53598,Middle,17-12-2020,,Morocco,AGHEBALOU,FALSE
ADULT,29.83118,-6.59812,Middle,17-12-2020,,Morocco,N/A,FALSE
ADULT,29.94433,-6.48292,Middle,17-12-2020,,Morocco,N/A,FALSE
ADULT,19.003817,-15.407666,Middle,17-12-2020,,Mauritania,,FALSE
ADULT,19.066032,-15.377084,Middle,17-12-2020,,Mauritania,,FALSE
ADULT,19.00382,-15.40767,Middle,17-12-2020,,Mauritania,N/A,FALSE
ADULT,19.00382,-15.40767,Middle,17-12-2020,,Mauritania,N/A,FALSE
ADULT,18.53952,-15.60862,Middle,17-12-2020,,Mauritania,N/A,FALSE
ADULT,19.06603,-15.37708,Middle,17-12-2020,,Mauritania,N/A,FALSE
ADULT,18.53413,-15.53042,Middle,17-12-2020,,Mauritania,N/A,FALSE
ADULT,17.877117,9.675583,Middle,17-12-2020,,Niger,ZR TCHIROZERINE,FALSE
ADULT,17.853384,9.8095,Middle,17-12-2020,,Niger,ZR TCHIROZERINE,FALSE
ADULT,17.86915,9.911384,Middle,17-12-2020,,Niger,ZR TCHIROZERINE,FALSE
ADULT,17.886084,9.95235,Middle,17-12-2020,,Niger,ZR TCHIROZERINE,FALSE
ADULT,17.855017,9.928667,Middle,17-12-2020,,Niger,ZR TCHIROZERINE,FALSE
ADULT,17.855017,9.928667,Middle,17-12-2020,,Niger,ZR TCHIROZERINE,FALSE
ADULT,18.3021,7.070267,Middle,17-12-2020,,Niger,ZR ARLIT,FALSE
ADULT,18.19115,6.82925,Middle,17-12-2020,,Niger,ZR ARLIT,FALSE
ADULT,20.842234,40.10945,Middle,17-12-2020,100,Saudi Arabia,,TRUE
ADULT,20.848883,40.108982,Middle,17-12-2020,150,Saudi Arabia,,TRUE
ADULT,18.78355,41.545734,Middle,17-12-2020,200,Saudi Arabia,,TRUE
ADULT,19.240484,41.405266,Middle,17-12-2020,500,Saudi Arabia,,TRUE
ADULT,19.2347,41.406334,Middle,17-12-2020,300,Saudi Arabia,,TRUE
ADULT,24.992222,37.311944,Middle,17-12-2020,300,Saudi Arabia,,TRUE
ADULT,27.523056,42.178611,Middle,17-12-2020,200,Saudi Arabia,,TRUE
ADULT,18.895833,41.345278,Middle,17-12-2020,200,Saudi Arabia,,TRUE
ADULT,18.758889,41.555833,Middle,17-12-2020,50,Saudi Arabia,,TRUE
ADULT,24.116944,39.209444,Middle,17-12-2020,150,Saudi Arabia,,TRUE
ADULT,20.84223,40.10945,Middle,17-12-2020,100,Saudi Arabia,YALAMLAM SAUDI A,TRUE
ADULT,20.85418,40.10585,Middle,17-12-2020,,Saudi Arabia,YALAMLAM SAUDI A,FALSE
ADULT,20.84888,40.10898,Middle,17-12-2020,150,Saudi Arabia,YALAMLAM SAUDI AR,TRUE
ADULT,18.78355,41.54573,Middle,17-12-2020,200,Saudi Arabia,?????? SAUDI ARA,TRUE
ADULT,19.24048,41.40527,Middle,17-12-2020,500,Saudi Arabia,SABT ALJARAH SAUD,TRUE
ADULT,24.99222,37.31194,Middle,17-12-2020,300,Saudi Arabia,UMLUJ SAUDI ARABI,TRUE
ADULT,27.52306,42.17861,Middle,17-12-2020,200,Saudi Arabia,BIHARAH JANNAYN S,TRUE
ADULT,18.89583,41.34528,Middle,17-12-2020,200,Saudi Arabia,ALQOUZ SAUDI ARAB,TRUE
ADULT,19.2347,41.40633,Middle,17-12-2020,300,Saudi Arabia,SABT ALJARAH SAUD,TRUE
