row_id,X,Y,Presence,Week,WeekStart,ObsDate,Source,Precip_T45,Precip,Temp,SoilTemp_T30,SoilTemp_T15,Moisture_T30,Moisture_T15,RVI_T45,RVI_T30,RVI_T0,SMAP_Surface_T15,SMAP_Root_T15,RVI_Phenology_Delta
27,36.828055556,5.46666666700003,1,2,2020-02-25,2020-02-29,fao_hopper,0.0064496250028582,0.0163506411130001,300.44989162021216,300.5355258093941,300.7486531999376,-6.845331987562804,-4.072341110232621,0.8765222852996934,0.6859652040361475,0.6888037590065895,0.3967407047748565,0.5103927850723267,-0.19055708126354598
28,36.831944444,5.49333333300007,1,2,2020-02-25,2020-02-29,fao_hopper,0.0064496250028582,0.0163506411130001,300.44989162021216,300.5355258093941,300.7486531999376,-6.1131475315149455,-5.907812375327113,0.9163003671132516,0.7866579945099963,0.9002389371053555,0.3967407047748565,0.5103927850723267,-0.12964237260325528
29,36.829444444,5.51666666700004,1,2,2020-02-25,2020-02-29,fao_hopper,0.0064496250028582,0.0163506411130001,300.44989162021216,300.5355258093941,300.7486531999376,-4.9290436281150685,-4.882290142200901,0.9289954853138312,0.9741094532384952,0.6899822840888366,0.3846943974494934,0.4981369078159332,0.045113967924663934
30,36.942777778,5.31194444400006,1,2,2020-02-25,2020-02-29,fao_hopper,0.0010586531038256,0.0104158215338756,299.6897841983371,301.65781856113006,301.6632094065349,-5.965473527881072,-7.185763861506905,0.833282926646142,0.8284878564539844,0.8987603139866382,0.394692450761795,0.4302302002906799,-0.0047950701921576355
31,36.9297222220001,5.31444444400006,1,2,2020-02-25,2020-03-02,fao_hopper,0.0010586531038256,0.0104158215338756,299.6897841983371,301.65781856113006,301.6632094065349,-5.529006735487015,-4.472925647077084,0.7613183493944014,0.880577771220391,0.8018475027345404,0.394692450761795,0.4302302002906799,0.1192594218259897
32,38.015277778,4.98916666700006,1,2,2020-02-25,2020-03-02,fao_hopper,0.0031218976850482,0.0323213033492137,293.8897841983372,295.4969081878662,296.2069811079237,-6.955221209382728,-7.257632126229616,0.7125052623093409,0.6710889267877163,0.977215441506807,0.3159260749816894,0.4826268553733825,-0.0414163355216246
33,38.023055556,4.96222222200004,1,2,2020-02-25,2020-03-02,fao_hopper,0.0031218976850482,0.0323213033492137,293.8897841983372,295.4969081878662,296.2069811079237,-6.973092886157909,-6.154572794595438,0.8456030074784738,0.6687937861004636,0.8644564085364775,0.3159260749816894,0.4826268553733825,-0.17680922137801025
34,36.582777778,5.76388888900004,1,2,2020-02-25,2020-03-02,fao_hopper,0.1026027948732348,0.1107405416781475,292.50138901604544,292.24055510626897,292.6292847103542,-5.866781154912644,,0.8359919145236142,0.8229085886383767,0.7466861612084856,0.6375187635421753,0.7221552729606628,-0.013083325885237529
35,36.9302777780001,5.3125,1,2,2020-02-25,2020-03-02,fao_hopper,0.0010586531038256,0.0104158215338756,299.6897841983371,301.65781856113006,301.6632094065349,-6.259251261687317,-5.383219757309943,0.7554168868031428,0.7690644806675451,0.8885641000542202,0.394692450761795,0.4302302002906799,0.013647593864402285
36,37.25,0.6,1,2,2020-02-25,2020-02-29,fao_band,0.0159903467769595,0.0248068563754131,295.73804808722605,296.9421393076579,297.0416273752848,-5.980156597657448,-6.428572363041173,0.6468887243984017,0.8330600421390185,0.8244587825965727,0.4360274970531463,0.5177993774414062,0.1861713177406168
37,37.2333333330001,0.583333333000041,1,2,2020-02-25,2020-02-29,fao_band,0.0159903467769595,0.0248068563754131,295.73804808722605,296.9421393076579,297.0416273752848,-5.222639451480435,-6.1417889671095605,0.9836422155172472,0.9241640943098426,0.9293611284587548,0.4360274970531463,0.5177993774414062,-0.05947812120740459
38,37.216666667,0.56666666700005,1,2,2020-02-25,2020-02-29,fao_band,0.0159903467769595,0.0248068563754131,295.73804808722605,296.9421393076579,297.0416273752848,-3.9298707568724,-3.652478029793608,1.056249599551884,1.1541941154301536,1.0692933463769143,0.4360274970531463,0.5177993774414062,0.09794451587826969
39,36.95,3.21666666700003,1,2,2020-02-25,2020-02-29,fao_band,0.0003477187032672,0.0476939074809124,302.3035157521566,305.80411304897734,307.26512455410415,-6.977422351249354,-7.136532714205341,0.5599742039810773,0.670767018845061,0.7458604208856998,0.3352691233158111,0.5128280520439148,0.11079281486398362
40,37.85,1.55,1,2,2020-02-25,2020-02-25,fao_band,0.0059126914615603,0.0271898798758556,300.0607965681287,303.1526210784913,303.2856866200765,-7.1427849288749705,-6.047933521647964,0.740515890119746,0.6474880718092821,0.7278849008890184,0.3870061039924621,0.4922876954078674,-0.0930278183104638
41,37.55,0.4,1,2,2020-02-25,2020-02-25,fao_band,0.014228209959981,0.0147716693694164,295.8925728268093,298.06553883022724,298.231693564521,-5.103885710997377,-5.294316293456541,0.941258794991979,0.9436990342988132,0.7855671796555138,0.5669479370117188,0.6066787838935852,0.0024402393068342354
42,37.216666667,1.88333333300005,1,2,2020-02-25,2020-02-25,fao_band,0.0048701764221164,0.015004708629327,298.19373927646217,302.45162823994946,302.6649617936876,-4.878065680089797,-5.063733004275831,0.7253087203628606,0.9816608462182438,0.7514079606972225,0.3118794560432434,0.3790532648563385,0.25635212585538314
43,37.388888889,0.405555556000024,1,2,2020-02-25,2020-02-28,fao_band,0.0153390319223376,0.0122515104825069,295.7618870629205,298.6579921722412,298.7217706044514,-4.332181471151278,-4.300787285927935,0.7100300785701626,1.0840930435687666,1.2169535673681904,0.640434205532074,0.6750849485397339,0.3740629649986039
44,37.339722222,3.0475,1,2,2020-02-25,2020-02-28,fao_band,0.0007127971525164,0.0434086762482692,301.8604276445177,305.5275288475884,306.5777601877848,-10.637054569660798,-9.677791702741455,0.3771339555550931,0.3179671147104878,0.4703378060081895,0.405111163854599,0.5337214469909668,-0.05916684084460533
45,37.2333333330001,0.8,1,2,2020-02-25,2020-03-01,fao_band,0.0164586157674762,0.033766105037408,296.05602768792045,298.2238504621718,298.2126234690349,-6.137288701121794,-4.971440830127992,0.9406783615264556,0.7829831649490131,0.779858842634463,0.3981221318244934,0.4866470396518707,-0.15769519657744246
46,37.4833333330001,0.56666666700005,1,2,2020-02-25,2020-03-02,fao_band,0.0121295453186007,0.017573490005212,297.17728419833713,299.8509392208523,300.03017989264595,-6.077246778428487,-5.139701557865347,0.8708473828542245,0.7960129305617503,0.8879081634968574,0.3989328742027282,0.4421727657318115,-0.07483445229247421
47,37.79304475480819,4.055921426233704,0,2,2020-02-25,,synthetic_background,0.0007512868518801,0.0491294555480052,298.83180351257323,301.92121916876897,301.83618032667374,-4.013311843545822,-4.85490447378802,0.9648459791820416,1.136809621799632,1.0636564550498977,0.2826563119888305,0.3878860473632812,0.17196364261759034
48,36.89784522302911,4.384441607454206,0,2,2020-02-25,,synthetic_background,0.002007722961423,0.0194463573510219,301.2833063337538,305.708279715644,305.5209459516737,-6.396614042984677,-6.1984279092507,0.8030661557462591,0.7460241983574833,0.8912148551904208,0.4418095648288727,0.548351526260376,-0.05704195738877571
49,37.736218173182905,4.8541060177241455,0,2,2020-02-25,,synthetic_background,0.0006855727310153,0.0092400752121974,299.094298087226,300.7972391340467,301.6563680436876,-5.486638633713159,-5.260460368244602,0.8645392518973254,0.8815942662458764,0.9308181502717896,0.4189285039901733,0.5024520754814148,0.017055014348551056
50,36.501745512446746,1.8728698114614,0,2,2020-02-25,,synthetic_background,0.0025203974122973,0.0163028381878902,301.5035049014621,305.8496479882134,305.510843955146,-8.555777051035612,-8.165858064970804,0.4981673557307512,0.5196175790498367,0.4153138723151394,0.307512879371643,0.384244292974472,0.021450223319085526
51,37.07379466190569,2.950483794427236,0,2,2020-02-25,,synthetic_background,0.0009325594778033,0.0281002663189937,300.90617959764273,305.2288960350885,306.9950670454237,-7.472399184116727,-7.941501220539365,0.5228228354087162,0.6104269652089772,0.5477361260529041,0.297421246767044,0.4480677247047424,0.087604129800261
52,37.470594718760864,5.366459325520951,0,2,2020-02-25,,synthetic_background,0.0023217202300997,0.0078316919619609,298.66324882507325,300.69447220696344,301.0799086252848,-6.969819662526409,-6.747278007567726,0.67107016765294,0.6722914464814833,0.7846102855315523,0.378560870885849,0.5079910159111023,0.0012212788285432818
53,36.547231576103485,2.1669725107676148,0,2,2020-02-25,,synthetic_background,0.0010686517829867,0.0139160893971492,303.744808069865,308.6781202104356,307.971195517646,-12.49011378027594,-11.640784332088336,0.1588336963262237,0.2931513801961177,0.1720402976921135,0.2943079471588135,0.3678950071334839,0.13431768386989398
54,38.431774381066695,2.0006809776573826,0,2,2020-02-25,,synthetic_background,0.0036195517654391,0.0346288524682094,300.58629570007326,303.2720546722412,303.76588952806264,-9.109068864160122,-8.455315121296376,0.6173076588186165,0.4428127462444012,0.3581934389232293,0.4028559029102325,0.5389785766601562,-0.1744949125742153
55,37.55685148868673,1.5697213432560209,0,2,2020-02-25,,synthetic_background,0.0049299002761813,0.0203075848633815,298.9145834604899,302.4868441687689,302.55332984924314,-6.631146013828061,-6.430915260280182,0.6509459300476124,0.7142575132592333,0.7230449451992822,0.3365234136581421,0.3612920343875885,0.06331158321162089
56,37.548649311900746,2.407191849357168,0,2,2020-02-25,,synthetic_background,0.0090162010068866,0.0404874377066661,300.9836752573649,304.03013843960235,304.24703644646536,-5.305005063708152,-5.862901675329262,0.8465627955018027,0.9137875902865424,0.910411918885496,0.2856078743934631,0.3815333247184753,0.06722479478473975
57,38.55122466012175,1.053017749176757,0,2,2020-02-25,,synthetic_background,0.003461957084653,0.0272661142165233,300.53414726257324,303.48679534064394,304.11203753153484,-8.128825961161862,-6.869053945712839,0.7293450992895434,0.5353934845437194,0.4684108986830425,0.3176960945129394,0.4420527219772339,-0.193951614745824
58,37.559457424593376,3.034586111735265,0,2,2020-02-25,,synthetic_background,0.0004720390911074,0.0489563338572551,301.8645020802816,305.71313540140795,307.0157430436876,-7.920589480515367,-10.441768067507596,0.5810387018236796,0.5559229066615134,0.4134997514952266,0.267455518245697,0.3766128718852997,-0.02511579516216611
59,37.04568107887023,0.4250565804061221,0,2,2020-02-25,,synthetic_background,0.0206405074472399,0.0206858508402874,292.04990789625384,293.38701777988007,293.59680858188204,-5.918783589838125,-5.55713973304853,0.8486588096197749,0.8395211306649961,0.7118260505160585,0.4787572026252746,0.5656997561454773,-0.009137678954778794
60,37.72794602278572,2.4102762090271304,0,2,2020-02-25,,synthetic_background,0.0188353062744113,0.0551982365662624,300.32634561326773,303.3057352277968,303.51153839959045,-8.360410524214647,-7.380074834805459,0.6326847926195687,0.5101251473894386,0.7252341559033479,0.3270395696163177,0.4267522394657135,-0.12255964523013008
61,36.396170664283154,4.289186506359407,0,2,2020-02-25,,synthetic_background,0.0028688014621707,0.0140660248810817,302.300938712226,306.6344298892551,305.4590915679931,-8.36452125650915,-7.322766722240715,0.6771972242635256,0.5087749490879016,0.7369362452325484,0.3705556094646454,0.4813522398471832,-0.16842227517562403
62,37.03998874431035,3.686468943939274,0,2,2020-02-25,,synthetic_background,0.0003697277183505,0.066633611183839,301.1143881479899,304.9607862260607,304.54609786139594,-6.870493059471312,-7.924944822216965,0.7783873366735127,0.690973200198331,0.447065989517071,0.2348937690258026,0.3541204035282135,-0.0874141364751817
63,36.816639529071225,4.916349108657474,0,2,2020-02-25,,synthetic_background,0.0015854985589953,0.0044596485907604,302.2699599795872,304.3435661739773,304.04418813917374,-6.176461303838168,-6.830033682517401,0.7662467003327078,0.7788574612402497,0.9221149698236432,0.5529352426528931,0.547466516494751,0.012610760907541874
64,37.7985475404683,4.3227286322276965,0,2,2020-02-25,,synthetic_background,0.0009725392932864,0.0465417794997264,297.9712403615316,301.0258415646024,300.91241188049315,-5.4268546095301256,-4.864775450869904,0.8942028956665832,0.8915570391454525,0.9463630996502582,0.3269800543785095,0.432889312505722,-0.002645856521130696
65,38.87962548173718,0.5571432064049044,0,2,2020-02-25,,synthetic_background,0.0044911057825061,0.0269823067004253,300.7328668806288,303.8528489430745,304.194633017646,-5.4562484050621975,-5.574640718287162,0.7818673741641661,0.8864130763701317,0.9329726606953384,0.2718963325023651,0.3148788511753082,0.1045457022059656
66,38.093111550389,1.927490901634049,0,2,2020-02-25,,synthetic_background,0.0040764958734484,0.0194197140748073,300.3427464379205,303.2797044118245,303.7384643978543,-3.86969808009436,-5.478191474928736,1.0615518801667552,1.1658209034866427,0.9168452180378248,0.3435882329940796,0.472910076379776,0.10426902331988752
67,37.86762719061612,1.30969186893626,0,2,2020-02-25,,synthetic_background,0.0115574301357241,0.0288600616271068,299.1661025577121,302.1206495073106,302.5779392242432,-6.703984243934149,-7.168652888122885,0.7563298952940147,0.7042167475360976,0.6775647160852251,0.4012771248817444,0.4900924861431122,-0.05211314775791709
68,36.8644444440001,5.64972222200004,1,3,2020-03-03,2020-03-03,fao_hopper,0.0007521064157458,0.0011285238081981,300.71306436326773,301.42339473300507,301.33505185445154,-6.406163434487056,-3.7710855563416414,0.8014500842027501,0.7456758637011442,0.7289724950496761,0.3958668708801269,0.5141097903251648,-0.05577422050160585
69,36.841111111,5.47111111100003,1,3,2020-03-03,2020-03-03,fao_hopper,0.0064496250028582,0.0163506411130001,300.44989162021216,300.5355258093941,300.7486531999376,-6.258785859609296,-5.143263152537948,0.9060586698382328,0.7686803086003613,0.6959495322906283,0.3967407047748565,0.5103927850723267,-0.1373783612378715
70,37.0427777780001,5.165,1,3,2020-03-03,2020-03-04,fao_hopper,0.0032156408901187,0.0258640341574718,301.2419706132677,299.50760697258846,299.7972426096598,-5.60202497149053,-5.578201517392511,0.7787669783704692,0.8713183277371068,0.7597736793950669,0.552733838558197,0.6493586301803589,0.09255134936663767
71,38.139722222,4.73,1,3,2020-03-03,2020-03-06,fao_hopper,0.0012670309419604,0.0241747044140865,295.70579439798985,298.51397090488007,299.62188453674315,-5.96552279956328,-4.352754375257771,0.999437862074116,0.8081473515787893,0.9092654912546222,0.2904479801654815,0.4348607361316681,-0.19129051049532675
72,36.8111111110001,5.46944444400003,1,3,2020-03-03,2020-03-09,fao_hopper,0.0064496250028582,0.0163506411130001,300.44989162021216,300.5355258093941,300.7486531999376,-5.646106800121847,-5.139916917816056,0.815058768088299,0.8579413747478252,0.8399571659941174,0.3967407047748565,0.5103927850723267,0.042882606659526146
73,36.831666667,5.47611111100002,1,3,2020-03-03,2020-03-09,fao_hopper,0.0064496250028582,0.0163506411130001,300.44989162021216,300.5355258093941,300.7486531999376,-5.430854402162064,-6.406138392444639,0.7818083459145482,0.9059700905832824,0.9673344222409864,0.3967407047748565,0.5103927850723267,0.1241617446687342
74,37.953611111,5.06888888900005,1,3,2020-03-03,2020-03-05,fao_band,0.0035531968946429,0.0252469472701122,294.35021171569826,295.8014546288385,296.4904555002848,-4.7630685317816495,-4.910601886110436,0.769504903435185,1.0014070808742035,0.8503584067187198,0.3786992132663727,0.5360305905342102,0.23190217743901853
75,36.75,2.4,1,3,2020-03-03,2020-03-03,fao_band,0.001330956923482,0.0347508780772258,301.10844196743443,306.5615132225885,307.3255086686876,-8.528765654003458,-7.760164490714662,0.7376947345553846,0.4983088538043345,0.5392595036873995,0.3265009224414825,0.4610611200332641,-0.2393858807510501
76,37.3,0.683333333000064,1,3,2020-03-03,2020-03-06,fao_band,0.0164062679882022,0.0309273891264965,297.04366332160106,299.29918140835235,299.3379327138265,-6.057354970914,-5.5168057497370455,0.7106268688643305,0.7975155183394989,0.8013680145220576,0.4245900213718414,0.5167078971862793,0.08688864947516839
77,37.066666667,3.31666666700005,1,3,2020-03-03,2020-03-07,fao_band,0.0002314449424716,0.0635377608353664,302.33879135979544,305.98155988057454,306.7482354482015,-11.849329872344732,-10.711753749346492,0.3182607466698816,0.3436515517292542,0.4506600381309064,0.3458760380744934,0.4806381464004516,0.025390805059372634
78,37.1333333330001,0.583333333000041,1,3,2020-03-03,2020-03-09,fao_band,0.016196325528142,0.0269748412186672,294.19326727125383,295.4924268510606,295.5768704308404,-5.744599929531181,-4.8558642416997735,0.9960064831908816,0.8474453443873653,0.8842816907989113,0.413805603981018,0.4477055966854095,-0.1485611388035163
79,37.1166666670001,0.7,1,3,2020-03-03,2020-03-09,fao_band,0.0151070804471942,0.0296209447199871,295.40615247090665,297.06702537536614,297.1234795888265,-5.969775360103214,-5.798626385843541,0.7634571384344705,0.8106200646519023,1.03307717294165,0.4114903509616852,0.388559490442276,0.04716292621743179
80,37.29633361680271,1.0452915791929838,0,3,2020-03-03,,synthetic_background,0.0186807514305087,0.0360375784451534,294.7871149275037,296.2897304534912,296.38251821729875,-5.109650013071383,-4.802921038445099,0.927897734829298,0.943242124241511,1.046467933694632,0.35047248005867,0.3457148373126983,0.015344389412212944
81,36.51283105583251,4.965793485723848,0,3,2020-03-03,,synthetic_background,0.0174228997106524,0.0242777310425807,298.8336806827121,300.2271490732828,300.8349107954237,-5.348074564987704,-6.111707851366155,0.8721260235921702,0.9041386649514652,0.7320862083368417,0.5116429328918457,0.6192296743392944,0.032012641359295047
82,37.76151378037717,2.756122473868272,0,3,2020-03-03,,synthetic_background,0.0014268309946032,0.0336906753594448,300.8270237816705,304.6870449066162,306.5950995975071,-11.76882750882598,-11.459122189526486,0.3394895560908968,0.2504185706140397,0.4107838746291238,0.2684666514396667,0.3937210142612457,-0.0890709854768571
83,36.92136075449142,1.2053662545290116,0,3,2020-03-03,,synthetic_background,0.007487669693944,0.010645388823228,294.8177627139621,296.6462734222412,296.6012302398682,-4.000086319288192,-4.300083551543545,0.9796100059589952,1.1389728037938478,0.99947900214236,0.4225722849369049,0.3926732540130615,0.15936279783485263
84,37.20969737359069,5.687335994114214,0,3,2020-03-03,,synthetic_background,0.0040028692359896,0.0052035145575572,296.3779243893093,296.21271222432455,296.7748467763265,-6.072379357543924,-4.734798928026313,0.966456076959295,0.7995160612688941,0.7114956101819445,0.6605941653251648,0.7424596548080444,-0.16694001569040096
85,38.03263329148001,3.653850624697122,0,3,2020-03-03,,synthetic_background,0.0003701002473803,0.0379921488577892,298.06585299173986,301.68474455939395,302.2455173492432,-5.116192533684465,-4.973844541925071,0.7642553090257053,0.9416142264798688,0.8258422201646025,0.2890909612178802,0.4348953366279602,0.17735891745416354
86,37.00967974851783,2.143634005433749,0,3,2020-03-03,,synthetic_background,0.0033866615171405,0.0378202639634182,299.0225587209066,302.9156364864773,303.15738258361813,-5.118796044418046,-5.112071361995867,0.852329302853982,0.9472454778079268,0.9325006166077232,0.2979893684387207,0.2991287410259247,0.09491617495394478
87,37.45817996238544,5.269694511204504,0,3,2020-03-03,,synthetic_background,0.0012203158016177,0.005819841485696,298.7768501705593,300.2171230316162,300.5518921322292,-5.153069585835587,-4.290105949826923,0.957671011829728,0.9409187802637408,0.8507338707338447,0.3641911447048187,0.4982681274414062,-0.016752231565987263
88,38.264726070933584,3.78278966614403,0,3,2020-03-03,,synthetic_background,0.0010066927547427,0.0456010095889141,297.5073948754204,299.39969681633846,299.56764734056264,-4.578136358686509,-5.44846173128925,0.8857081237466793,1.0337122137542512,0.9133509216821206,0.4264276921749115,0.5610936880111694,0.14800409000757186
89,37.12945105786986,3.5409695670165418,0,3,2020-03-03,,synthetic_background,0.0001988263006182,0.0856706492716838,302.0360841115315,305.44445593092183,305.1043389638265,-7.076819276219722,-7.185754253527098,0.5077432971857168,0.6678334866983975,0.45985863405805,0.2713073492050171,0.3863347470760345,0.16009018951268073
