row_id,Moisture_T30,Moisture_T15
571,-8.04557798803621,-7.9906610725553655
572,-7.293606370341138,-7.230351940651202
573,-9.60915353377375,-10.132636517128333
574,-5.363411595562088,-4.717561744342934
575,-7.057197421046329,-8.237134571229372
576,-5.743796582685283,-4.6811272735114935
577,-4.373231120209644,-3.4759130304848327
578,-5.356602686554448,-4.861176429792634
579,-4.5622311040030326,-4.937404719937394
580,-5.075788821534523,-4.151786938874581
581,-5.513202592467619,-3.3268542532748278
582,-6.680388495034858,-4.651596030018647
583,-4.82833959632681,-4.931506816378656
584,-11.321023640765631,-10.620700072256215
585,-8.389345763195129,-7.525713682248452
586,-4.441806000046883,-4.735057404775315
587,-4.579349963769922,-5.455653262466939
588,-8.979200788776916,-8.954646297933902
589,-7.394214711539558,-7.408398892102198
590,-6.954760124507778,-8.446489827340665
591,-8.966232250049618,-8.439012658294118
592,-5.512594125144108,-5.213511637608373
593,-6.552671983289319,-7.5207610490924575
594,-5.078486541652733,-5.740531626557214
595,-6.486914485456116,-5.3582835558498605
596,-5.2699375405144995,-5.332956610337581
597,-7.970443274356868,-7.788721321837549
598,-5.469389982229845,-4.301450671222447
599,-6.197129244051512,-4.7891187231329475
600,-4.752511372205134,-4.938557282240458
601,-11.314488763492797,-10.809928853306086
602,-5.498621948748916,-5.057785245138861
603,-6.2885898739375135,-5.991544749435548
604,-5.350576328821943,-5.606693720362186
605,-4.114528395539539,-5.8872634784369495
606,-5.988807893050055,-5.6627393635580106
607,-6.137281265502796,-6.71326530165751
608,-5.952510399104142,-5.5791656119183255
609,-5.713706338452759,-7.326348960301036
610,-4.700762491577469,-4.56471308624295
611,-5.342150152322187,-5.114744896237127
612,-5.4588445207748535,-3.798879997664031
613,-8.614313376593632,-7.000060545643919
614,-5.479411573737012,-4.345064511648001
615,-4.302164971121922,-4.28684577116187
616,-6.6672538118526505,-6.54369121909253
617,-5.083796982851786,-6.293474323677527
618,-6.599967259445123,-4.769673572164262
619,-9.820889456894577,-8.679659401126091
620,-9.28589578623864,-9.51027187379389
621,-6.811328714006291,-5.7972556166525475
622,-8.852936613827026,-10.607431097708325
623,-8.190034166511655,-7.280080659298434
624,-6.779092035513441,-5.875482395053799
625,-5.673323313054057,-6.333504172029471
626,-6.577575515089465,-7.336802689828076
627,-6.389775460917997,-6.5020033804225825
628,-4.579695601873851,-7.942340316558051
629,-9.413286112487492,-11.00595176837232
630,-4.44614408113483,-5.11570619081775
631,-5.29423533119731,-5.705733570751117
632,-6.6099340152405315,-5.998167097085178
633,-7.216961511521978,-5.646437331177747
634,-5.527138771844195,-5.422668811618641
635,-6.748477477390196,-4.633805985775561
636,-9.040346068066135,-8.690275105931123
637,-8.097523489658574,-7.667177819266575
638,-6.990268823692901,-5.789610529670563
639,-6.726051507949503,-3.7581594448962843
640,-6.159246206586549,-8.1180926856356
641,-6.348168333117371,-5.282925097489371
642,-5.373779661327025,-6.412004949145292
643,-5.110525173022966,-5.012759876503708
644,-5.52301836712531,-4.894175734023052
645,-4.983183623204267,-4.070457063008329
646,-4.727698127366827,-4.047748796018663
647,-3.900652624975435,-4.85429122830649
648,-7.372458806794963,-6.994998275529376
649,-5.475112984878855,-5.849248121696963
650,-6.408874105684914,-8.157470501616611
651,-5.747886151445391,-3.569777527119399
652,-5.693534664366061,-3.916441760109185
653,-3.3658495610182433,-5.370138913707697
654,-5.326467923595324,-4.824091700472648
655,-4.8728729181302075,-5.419311561355542
656,-6.018192596278597,-5.951902152775311
657,-4.765272064714285,-4.9981253633181275
658,-6.761946722706985,-5.860408614844848
659,-6.144075312037756,-5.100396821739668
660,-5.8849343840986865,-4.781405349738032
661,-4.177474249649872,-8.911677133154704
662,-5.359191968621379,-7.881996836661564
663,-8.743526911770093,-5.980709540192235
664,-6.338085813428305,-6.461146159990667
665,-4.4212583661556835,-5.7838077483411166
666,-6.4874627248822945,-4.814723373762016
667,-4.4006763653583025,-5.199939488227642
668,-6.5437588725045615,-4.36497966021189
669,-5.643266051577843,-4.2447100142846494
670,-5.915911141212199,
671,-6.026038812018671,-6.914897428485439
672,-6.4089863421385305,-6.926525439138921
673,-5.488915307743422,-4.093817825160482
674,-5.333088973155177,-3.6963489750422553
675,-5.340018636154783,-4.621917374266314
676,-7.746296955187532,-9.103645197751886
677,-8.771250624853849,-9.4744533184471
678,-6.85895166040686,-6.411331002597937
679,-6.581177754537288,-5.787951581179058
680,-4.704988698016298,-5.799083449585575
681,-5.513444848413814,-5.091173223788459
682,-5.924535161145627,-5.159208567613533
683,-4.7645579107423845,-5.612157330276716
684,-4.753041508702041,-3.7171241981845196
685,-6.199310626094156,-3.510029881703753
686,-5.2758977381415235,-6.048835348446996
687,-6.5437588725045615,-4.36497966021189
688,-5.617601218996164,
689,-7.693227330855257,-6.467861806194929
