row_id,X,Y,ObsDate,Week,Presence,Source
328,38.718611111,4.55972222200006,2020-04-28,10,0,tgb_hopper
329,37.489348,4.674695,2022-07-13,10,0,tgb_no_locust
330,36.516666667,0.433333333000064,2020-03-27,10,0,tgb_swarm
331,37.38944,3.10373,2020-06-02,10,0,tgb_no_locust
332,38.695,3.77055555600003,2020-02-06,10,0,tgb_swarm
333,36.028055556,5.28333333300003,2020-03-25,10,0,tgb_band
334,37.9772222220001,4.08222222200004,2020-02-10,10,0,tgb_swarm
335,38.74985,3.50625,2020-06-03,10,0,tgb_no_locust
336,37.41275,5.90723,2021-05-12,10,0,tgb_no_locust
337,36.09314,0.22734,2021-02-23,10,0,tgb_no_locust
338,37.1333333330001,5.08333333300004,2020-04-16,10,0,tgb_swarm
339,36.783333333,1.75,2020-01-30,10,0,tgb_swarm
340,36.5,5.1,2020-05-01,10,0,tgb_swarm
341,36.24014,2.51534,2021-08-06,10,0,tgb_no_locust
342,36.6,5.3,2020-04-13,10,0,tgb_swarm
343,37.9830555560001,4.64888888900003,2020-03-10,10,0,tgb_adult
344,36.903888889,5.85666666700007,2020-03-25,10,0,tgb_band
345,37.539478,5.375088,2022-07-13,10,0,tgb_no_locust
346,36.3666666670001,0.166666667000072,2020-03-27,10,0,tgb_swarm
347,36.834166667,3.17833333300007,2020-05-05,10,0,tgb_band
348,37.01134,2.78787,2020-06-02,10,0,tgb_no_locust
349,37.05223,4.7896,2021-11-27,10,0,tgb_no_locust
350,37.2333333330001,1.38333333300005,2020-04-19,10,0,tgb_swarm
351,37.0,5.63333333300005,2020-04-11,10,0,tgb_swarm
352,37.79024,1.6117,2020-06-02,10,0,tgb_no_locust
353,38.5583333330001,4.46222222200004,2020-05-06,10,0,tgb_hopper
354,36.56467,0.08966,2021-02-23,10,0,tgb_no_locust
355,38.67885,0.49164,2021-02-27,10,0,tgb_no_locust
356,38.719722222,4.48888888900007,2020-05-02,10,0,tgb_hopper
357,37.2738,3.70346,2020-06-04,10,0,tgb_no_locust
358,38.483,0.89309,2021-02-21,10,0,tgb_no_locust
359,36.1833333330001,4.7,2020-03-28,10,0,tgb_band
360,37.9941666670001,2.33527777800003,2020-01-17,10,0,tgb_swarm
361,36.7333333330001,2.43333333300006,2020-04-13,10,0,tgb_swarm
362,37.6802777780001,4.47805555600007,2020-02-08,10,0,tgb_swarm
363,36.908611111,2.17833333300007,2020-04-10,10,0,tgb_swarm
364,38.0072222220001,4.44805555600004,2020-01-28,10,0,tgb_swarm
365,37.85,5.5,2020-04-04,10,0,tgb_swarm
366,37.08839,3.62414,2021-05-05,10,0,tgb_no_locust
367,37.02614,4.28131,2021-11-27,10,0,tgb_no_locust
368,38.43882,4.38918,2020-03-11,10,0,tgb_no_locust
369,36.9297222220001,1.04472222200008,2020-05-04,10,0,tgb_swarm
370,37.033333333,5.98333333300008,2020-04-29,10,0,tgb_swarm
371,38.1666666670001,0.083333333000041,2020-02-01,10,0,tgb_swarm
372,37.9166666670001,0.016666667000038,2020-01-11,10,0,tgb_swarm
373,36.266666667,0.0,2020-03-04,10,0,tgb_swarm
374,38.4333333330001,5.21666666700003,2020-03-27,10,0,tgb_band
375,37.2333333330001,0.8,2020-02-07,10,0,tgb_band
376,36.00283,0.43145,2021-02-23,10,0,tgb_no_locust
377,38.87755,5.99945,2021-11-29,10,0,tgb_no_locust
378,36.24217,5.07912,2020-03-11,10,0,tgb_no_locust
379,38.80182,1.24952,2021-05-13,10,0,tgb_no_locust
380,37.18932,0.49323,2021-05-15,10,0,tgb_no_locust
381,38.44432,4.84028,2021-11-26,10,0,tgb_no_locust
382,37.40018,1.76047,2021-02-27,10,0,tgb_no_locust
383,37.0,0.25,2020-02-02,10,0,tgb_swarm
