row_id,Moisture_T30,Moisture_T15
477,-5.387917271,-5.036341801
478,-5.746000049,-4.982136775
479,-7.74444184,-8.251377408
480,-7.464242943,-9.045231698
481,-8.642054145,
482,-7.518108762,-7.848940014
483,-8.23380856,-9.582074454
484,-5.858204932,-5.48968459
485,-5.400824872,-6.462129373
486,-5.728715136,-4.7741543
487,-6.009030162,-7.673666961
488,-6.232068664,-5.315166746
489,-6.099042923,-6.445046301
490,-5.850870944,-5.121368198
491,-5.561817577,-5.682807001
492,-6.422042371,-5.284493022
493,-6.37629166,-6.751545158
494,-7.522305523,-7.179544062
495,-5.239091812,-5.783423669
496,-5.196930407,-5.139970375
497,-4.646784528,-4.912528411
498,-8.499683471,-8.96204937
499,-4.199573451,-4.943171694
500,-5.94805176,-6.093476091
501,-8.880157041,-9.374522382
502,-5.271743837,-5.604324255
503,-8.448889734,-8.02129652
504,-7.256386314,-6.776993544
505,-9.185182757,-8.933802176
506,-8.284867134,-8.30580556
507,-5.750820497,-6.690851601
508,-5.598740237,-5.221331292
509,-9.548003666,-9.566440614
510,-7.068508619,-6.371031069
511,-7.234140138,-6.821122424
512,-6.509133776,-6.491107255
513,-5.559543031,-5.292344563
514,-6.780668672,-4.351938119
515,-8.616119931,
516,-7.69863933,
517,-4.081072297,-5.156184552
518,-5.26952834,-5.588910185
519,-6.874957099,-6.448014631
520,-5.642734953,-5.249496116
521,-5.080198295,
522,-4.873295038,-4.224575069
523,-4.742788035,-4.209314977
524,-5.556271193,-4.271530164
525,-6.861190661,-5.167103081
526,-4.631008176,-4.142820429
527,-6.656364538,-4.967170794
528,-4.812148165,-6.719964644
529,-4.710179626,-6.146875166
530,-6.468963696,-4.683831168
531,-4.98824838,-4.69753429
532,-5.745033792,-6.530247837
533,-5.502925438,-6.377558246
534,-5.600138482,-5.221183197
535,-5.298256762,-5.551217197
536,-6.267986592,-6.104818902
537,-6.59900653,-5.097093544
538,-6.229393341,-5.931816248
539,-5.442398699,-5.219304738
540,-4.968429163,-5.925806895
541,-5.148234188,-5.292339003
542,-4.796626121,-6.250418783
543,-6.468963696,-4.683831168
544,-5.191575297,-3.950270823
545,-5.26952834,-5.588910185
546,-5.60165762,-5.362873582
547,-5.393600245,-5.024020289
548,-4.812148165,-6.719964644
549,-4.460523689,-5.611729515
550,-5.242603004,-6.967051656
551,-7.125551583,-4.532561101
552,-5.519502038,
553,-4.658039786,-4.82998841
554,-4.712878174,-3.779732219
555,-3.877402362,-3.979788134
556,-6.238139957,-3.999957041
557,-6.267986592,-6.104818902
558,-5.848794986,-6.246698864
559,-6.523897996,-5.097427923
560,-6.926671929,
561,-5.669445385,-5.332546483
562,-5.94302349,-5.913383015
563,-8.065167408,-6.952921238
564,-7.955088967,-7.644738666
565,-5.898856102,-6.352653371
566,-8.123678628,-7.924374644
567,-6.543437543,-4.457048952
568,-6.440492708,-7.062430655
569,-6.824942157,-5.493821481
570,-8.225554563,-7.023060623
571,-4.715173255,-4.140196759
572,-8.396110547,-7.84991283
573,-5.326467924,-4.8240917
574,-8.195159817,-8.446009258
575,-10.8703501,-10.35384743
576,-5.452620983,-6.078216998
577,-5.452620983,-6.078216998
578,-5.479630345,-5.637590184
579,-5.693685818,-5.457977758
580,-4.518537715,-5.506842082
581,-6.909410255,-7.178330737
