row_id,X,Y,Presence,Week,WeekStart,ObsDate,Source,Precip_T45,Precip,Temp,SoilTemp_T30,SoilTemp_T15,Moisture_T30,Moisture_T15,RVI_T45,RVI_T30,RVI_T0,RVI_Phenology_Delta
350,36.533333333,0.25,1,6,2020-03-24,2020-03-27,fao_swarm,0.047432348,0.030018776,291.2080839,292.4648824,292.5599271,-4.29727664,-6.816196615,0.8551867941678931,1.0842246915560767,0.9697108226219234,0.2290378973881836
351,37.016666667,0.03333333300003,1,6,2020-03-24,2020-03-27,fao_swarm,0.088069394,0.037156134,290.3997831,290.8918463,290.8079739,-5.121532633,-5.516473432,0.9784017463402748,0.9429235682005748,1.094451879933668,-0.0354781781397
352,36.4166666670001,0.083333333000041,1,6,2020-03-24,2020-03-27,fao_swarm,0.067556113,0.040376797,289.2498916,290.2658264,290.4209785,-5.710128616,-7.162073004,0.7992255323109487,0.8467351489987902,0.7678171390781738,0.04750961668784148
353,36.566666667,0.35,1,6,2020-03-24,2020-03-27,fao_swarm,0.033247203,0.018451526,291.010509,292.2492953,292.4664972,-6.12839646,-5.552027037,0.7423972361003699,0.7843685257590542,0.6131783176321441,0.04197128965868435
354,36.516666667,0.433333333000064,1,6,2020-03-24,2020-03-27,fao_swarm,0.046803773,0.034249529,291.2671985,292.500847,292.6001289,-6.213817524,-7.230103109,0.7598016995568843,0.7723033180777328,0.6864102397731215,0.012501618520848523
355,37.516666667,0.55,1,6,2020-03-24,2020-03-28,fao_swarm,0.012129545,0.01757349,297.1772842,299.8509392,300.0301799,-5.245265899,-4.546609283,1.0292860134806945,0.9218887148667616,0.9472132405324216,-0.10739729861393288
356,37.033333333,0.53333333300003,1,6,2020-03-24,2020-03-29,fao_swarm,0.017719939,0.021901368,292.731044,293.9790751,294.0701647,-4.868763824,-5.7019129,0.8021174042493033,0.9855223711104076,0.8200370392809203,0.1834049668611043
357,37.0,0.466666667000027,1,6,2020-03-24,2020-03-29,fao_swarm,0.017719939,0.021901368,292.731044,293.9790751,294.0701647,-6.622135871,-6.421215698,0.8717023160045878,0.7172203773122579,0.7623006054775979,-0.15448193869232996
358,36.8097222220001,5.46888888900003,1,6,2020-03-24,2020-03-30,fao_swarm,0.006449625,0.016350641,300.4498916,300.5355258,300.7486532,-5.915078915,-4.4255507,0.7556484276227906,0.815671247389911,0.9119975635216696,0.06002281976712043
359,37.831944444,0.34472222200003,1,6,2020-03-24,2020-03-24,fao_swarm,0.030227721,0.0427116,292.8670032,294.3233568,294.0959351,-4.883879308,-5.666684514,0.8070322276336304,0.98229450468871,0.8680054319070452,0.17526227705507968
360,37.766666667,0.183333333000064,1,6,2020-03-24,2020-03-24,fao_swarm,0.033793882,0.043663114,292.1532608,293.4148118,293.2367446,-6.357519965,-7.818974438,0.6967818530036824,0.7518805501618383,0.7223365333500108,0.05509869715815585
361,37.783333333,0.133333333000053,1,6,2020-03-24,2020-03-24,fao_swarm,0.035339773,0.039393305,293.7615778,294.6202155,294.5931682,-5.975534149,-6.099053471,0.6409074309856366,0.8180988444581825,0.8150974789767584,0.17719141347254586
362,37.033333333,0.6,1,6,2020-03-24,2020-03-25,fao_swarm,0.015512109,0.024881407,293.5664769,294.8783481,294.8672187,-6.487951326,-4.549615452,1.207181228847045,0.7518180918572266,0.7048410960732898,-0.45536313698981834
363,36.3,0.266666667000038,1,6,2020-03-24,2020-03-25,fao_swarm,0.087074861,0.064158931,289.6151531,292.3423238,292.5082181,-5.049693261,-6.256279248,0.900742830013836,0.9526828208139916,0.7887330424483812,0.051939990800155544
364,36.316666667,0.266666667000038,1,6,2020-03-24,2020-03-26,fao_swarm,0.087074861,0.064158931,289.6151531,292.3423238,292.5082181,-6.461878949,-6.473957111,0.8224759360245972,0.7369469691882917,0.7140841637342777,-0.08552896683630551
365,37.1,0.81666666700005,1,6,2020-03-24,2020-03-26,fao_swarm,0.014992058,0.029560923,295.330458,297.4832146,297.4869236,-6.013894764,-6.325939283,0.7828721099035298,0.8017417658194452,0.6214471013058714,0.018869655915915384
366,36.533333333,0.25,1,6,2020-03-24,2020-03-26,fao_swarm,0.047432348,0.030018776,291.2080839,292.4648824,292.5599271,-4.29727664,-6.816196615,0.8551867941678931,1.0842246915560767,0.9697108226219234,0.2290378973881836
367,36.7333333330001,0.28333333300003,1,6,2020-03-24,2020-03-26,fao_swarm,0.027011886,0.016109198,290.7938586,292.1674757,292.4031237,-7.155362576,-6.020438711,0.6801861991088128,0.6457434615287029,0.6414944965984399,-0.03444273758010996
368,36.833333333,2.48638888900007,1,6,2020-03-24,2020-03-28,fao_adult,0.001871854,0.043416961,300.6608996,305.7700093,306.1468954,-6.440492708,-7.062430655,0.7116211191912722,0.7404792321701008,0.4659885818531415,0.028858112978828565
369,37.274444444,0.08694444400004,1,6,2020-03-24,2020-03-24,fao_adult,0.090327561,0.087519824,288.8256729,290.5747836,290.3751235,-6.392126957,-5.705010259,0.8536410829994749,0.7475126866790072,0.7371760511206568,-0.10612839632046778
370,37.7913888890001,0.14777777800003,1,6,2020-03-24,2020-03-24,fao_adult,0.035339773,0.039393305,293.7615778,294.6202155,294.5931682,-7.62037553,-5.731664594,0.7560622516608908,0.592041708372181,0.717912597474016,-0.16402054328870985
371,37.1144444440001,0.83305555600003,1,6,2020-03-24,2020-03-26,fao_adult,0.014992058,0.029560923,295.330458,297.4832146,297.4869236,-5.439384967,-3.531263486,1.066297996235209,0.8935010522449818,1.057521941678646,-0.17279694399022727
372,37.28197272864792,2.909347010754165,0,6,2020-03-24,,synthetic_background,0.000902653,0.029224872,302.0815322,305.6934848,307.2387357,-7.143682043,-6.432043633,0.8323839179835876,0.6472011677829344,0.7062461699537782,-0.18518275020065322
373,38.6547149377012,3.742873117944969,0,6,2020-03-24,,synthetic_background,0.001400322,0.024470716,295.8958443,297.5592292,298.158153,-6.993481874,-6.476823251,0.891568511093835,0.6661830300960813,0.6470474670503197,-0.22538548099775368
