row_id,RVI_T45,RVI_T30,RVI_T0
0,0.9406783615264556,0.7829831649490131,0.779858842634463
1,0.40154060048816886,0.6963109539077177,0.3566134340984105
2,0.9264830265947219,1.0031634821003186,0.8579530350915058
3,0.7891212446286617,0.9341501899380117,1.0828956805661103
4,0.8126564251442245,0.8419739744711507,0.7041470672929444
5,0.6840190676186023,0.5180854945231034,0.6679142122004778
6,0.7092661391371157,0.7754359706439509,0.8606358184881188
7,0.7216678753965751,0.9083521445952378,0.7551345365397243
8,0.9259585460510702,0.8635561197617461,0.660961211685696
9,0.6735438302686483,0.7244810980688308,0.8313698366795782
10,0.8917213515089832,0.7937534436664717,0.7826519986566663
11,0.8387014853509174,0.854949718699786,0.9987559585424249
12,0.9343885760613815,0.9893176078835008,0.8775119617078249
13,0.8870663752869717,0.7085159587352177,0.8702646396212682
14,0.949782309041733,0.6887884148085274,1.090206548539882
15,0.7732959828074928,0.8394614007909926,0.9946006201991833
16,0.8345688716858137,0.844463408798402,0.8103987223771343
17,0.7947664365013277,0.8371830461770655,0.7605637068559271
18,0.8148437962993015,0.9026781270579056,0.912035581815018
19,0.5428102983649854,0.7035657342311274,0.5844096515138122
20,0.77524798315463,0.6561105455504918,0.8230805203479203
21,0.6327818724289686,0.6598691272602557,0.7839325357148155
22,0.7195669097025457,0.8798506269089676,0.7169406986430328
23,0.6242694705697965,0.8279436073747866,0.7533961740557147
24,0.167035143226726,0.8273282929891107,0.2612444675060092
25,0.6423018573287484,0.599701303517449,0.6447851949641106
26,0.7762164607206805,0.8049533261283546,0.9553153445169326
27,0.8899138666284696,0.8494807099202899,0.878251118212754
28,0.7462161136042929,0.42137726846187096,0.6270926506258451
29,0.6077830406379263,0.839081996329409,0.7383075442162842
30,0.6955506350900668,0.690646663461443,0.7285740559988099
31,0.9239950893863591,0.9206614827026052,1.020510807978647
32,0.8605401162099442,1.0466876117727766,0.8146923721202359
33,0.8159393247591469,0.7050170709877165,0.6713384259300164
34,1.041072407275577,0.995288554128994,0.9174430724319713
35,0.9373149356793797,0.8628005294196666,1.182672493342127
36,0.6414650725639492,0.5431528435565853,0.6569911628184139
37,0.8778199339552272,0.8735883743173408,0.9499141322561917
38,0.7026971378478624,0.6136301274928588,0.9662296412540095
39,0.8337530564481797,0.7796146473010609,0.8494546180772956
40,0.9400647523326959,1.1386207495676959,1.1045497927950394
41,0.8781473402512925,0.9983467253154356,1.2689152436480553
42,,1.0312491692088621,0.6710086846930132
43,0.5577986851325272,0.388399698497479,0.37107509911847375
44,1.0433257038944532,0.785971217878416,0.7559532269107758
45,0.21093578578761887,0.2098404789569313,0.16769746346473624
46,1.0336530353483175,0.873807225282208,1.1824010729849097
47,0.4239412449612404,0.31930139233948474,0.317358384273746
48,0.8397485965939612,0.8236347216927224,0.8053295319941123
49,0.8729172812506515,0.8779506976619256,0.8644005735801552
50,0.37478829941035247,0.40831280808558523,0.4720669695375657
51,0.9016697481931664,0.8198171740810415,0.5424452350887772
52,0.419800039918732,0.40174363454128176,0.39162063422350935
53,0.6586496738433687,0.6989161727445161,0.8867016656577487
54,0.5482924411618074,0.3569933972470394,0.30586936313170915
55,0.6449229364373151,0.6657629644713285,0.6295247430420641
56,0.6705650481618626,0.754525959661666,0.7640814883261104
57,1.0110846121564934,1.0984057117885813,0.75982413084011
58,0.9436781950212533,1.012263123199492,1.0347822688665695
59,0.6878447004364394,0.7017636817842258,0.681057599322045
60,0.8222142737830804,0.848351093978567,0.82596992397699
61,0.9897328735821272,1.0941628506712366,0.8631230892290668
62,0.9495931347744185,1.1071299607635796,0.910546810088964
63,0.5904656380891068,0.5867251390102558,0.584600408289958
64,0.8087526605990533,0.7229369506158645,0.663419784497948
65,0.7502423321720809,0.928674722441702,1.116644537790218
66,0.7768281157932848,0.8904686031094875,1.0429280463219972
67,0.8713133723137962,0.883307856357051,1.115383792498987
68,0.9936257860697393,0.9969359290157661,0.9588120906500222
69,0.1904210548690718,0.0985794751035027,0.19963048526661492
70,0.6980239766904801,1.009725877558626,0.7639608493219411
71,0.7662346920488811,0.8980683760257342,1.053987643650992
72,1.004923409773769,0.9818296002473165,1.1801308464345557
73,0.9680552146229691,1.0142624549777401,0.9623068847245065
74,0.629196050044993,1.3835353472239993,0.5971598395363328
75,0.862919788430196,0.9372191722552365,1.0842980338919406
76,0.840883319965936,0.7672010782027943,0.6777584947138016
77,0.8755516487263437,1.0423096894859059,1.1978469643532788
78,0.7438696636271651,0.6203610215474263,0.8767162195816595
79,0.7578532220338227,0.6639703356469084,0.8063403520718984
80,1.0480379998847602,0.969733576849933,1.0571618118843997
81,1.0120413703845736,1.232582549338265,0.9911888823962922
82,0.8683993998278925,1.5116010065890566,1.488685732699927
83,0.650819969184768,0.7427502261897677,0.8507487124050166
84,0.7125052623093409,0.6710889267877163,0.977215441506807
85,0.8034473664951574,0.7561431489741877,0.906400451273041
86,0.8456030074784738,0.6687937861004635,0.8644564085364775
87,0.914007886256915,0.9722063523832678,0.7391151699374936
88,1.061575794823055,1.0260665970209257,1.0722120089917264
89,0.9184821225186721,0.836141343735407,0.8514713682381436
90,0.8158628969291507,0.7068467150463147,0.9205338045565825
91,0.9302986004862901,0.800199779618677,0.7892623609770582
92,0.9093425458515803,0.9924441413377153,0.9774269001137591
93,0.925046617543545,0.9423542277169266,0.8821664844308615
94,0.9267823564560034,0.9710786476405723,0.9318517694768703
95,0.7857279751939692,0.9163670567258214,1.0485071256426743
96,0.8540205185573564,0.9172388257773187,0.9431790011548433
97,0.7957698974227101,0.894239727762316,0.8355237605675008
98,1.0569068733447888,0.8060495884136942,0.8596620430633152
99,0.4452709329950886,0.3472860880511246,0.30527550959518024
100,0.8675914024784547,0.7333341279268244,0.8871295487732165
101,0.880613325369866,0.8112370293001381,0.9964268017247414
102,0.759308155959888,0.6962183163277136,0.7118072714533241
103,0.8588809524722358,0.6983692405062377,0.8639991007328508
104,0.5817542355640029,0.5021011400737094,0.508120088110775
105,0.8227606254680393,0.9278243403998403,0.9004812329523748
106,0.7985511105609154,0.6748540988838565,0.9574071047009743
107,0.9569883642674875,0.852758052100981,1.0592327333933451
108,0.7716640749890384,0.8304380499496832,0.7115974193002141
109,0.5623874621102206,1.002319010258035,0.865012318784601
110,0.8325960270725559,0.8684871766335559,0.8289304286498786
111,0.7983031452932188,0.9306165274614113,1.0806838566934498
112,0.839516903696846,0.700741561841918,0.8315434845439122
113,0.6741811232136401,0.7623583164591661,0.6952644525739037
114,0.751124551290558,0.6203599342630182,0.48898854836113675
